Publisher,Time,Author,Language,Title
Simon &amp; Schuster; Reprint edition,"May 3, 2016",Jonah Berger,English,Contagious: Why Things Catch On
Morgan James Publishing,"April 28, 2015",Russell Brunson,English,DotCom Secrets: The Underground Playbook for Growing Your Company Online
McGraw-Hill Education; 11 edition,,G. Tomas M. Hult,English,International Business: Competing in the Global Marketplace
Center Street; Reprint edition,"September 2, 2014",John C. Maxwell,English,The 15 Invaluable Laws of Growth: Live Them and Reach Your Potential
Vintage,"February 24, 1998",Katharine Graham,English,Personal History
Three Rivers Press; 4 edition,"February 13, 2018",Ilyce R. Glink,English,"100 Questions Every First-Time Home Buyer Should Ask, Fourth Edition: With Answers from Top Brokers from Around the Country"
SuperCollege; Tenth Edition edition,"June 13, 2017",Gen Tanabe,English,"The Ultimate Scholarship Book 2018: Billions of Dollars in Scholarships, Grants and Prizes"
William Morrow,"March 27, 2018",Danielle Town,English,"Invested: How Warren Buffett and Charlie Munger Taught Me to Master My Mind, My Emotions, and My Money (with a Little Help from My Dad)"
Ballantine Books; 1 edition,"September 30, 2008",Geoff Smart,English,Who
HarperBusiness; Revised edition,"January 3, 2006",Peter F. Drucker,English,The Effective Executive: The Definitive Guide to Getting the Right Things Done (Harperbusiness Essentials)
Zondervan,"March 13, 2018",Dave Ferguson,English,Hero Maker: Five Essential Practices for Leaders to Multiply Leaders (Exponential Series)
W. W. Norton &amp; Company; 1 edition,"June 14, 2016",Richard H. Thaler,English,Misbehaving: The Making of Behavioral Economics
Penguin Books; Reprint edition,"March 31, 2015",Douglas Stone,English,Thanks for the Feedback: The Science and Art of Receiving Feedback Well
TarcherPerigee; 1 edition,"September 9, 2004",John G. Miller,English,QBQ! The Question Behind the Question: Practicing Personal Accountability at Work and in Life
Portfolio,"October 31, 2017",Scott Adams,English,Win Bigly: Persuasion in a World Where Facts Don't Matter
New York Institute of Finance; SUB UPD EX edition,"January 1, 1999",John J. Murphy,English,Technical Analysis of the Financial Markets: A Comprehensive Guide to Trading Methods and Applications (New York Institute of Finance)
Workman Publishing Company; 1 edition,"March 23, 2009",Ramit Sethi,English,I Will Teach You To Be Rich
Penguin Press,"April 3, 2018",John Lewis Gaddis,English,On Grand Strategy
Touchstone; Reprint edition,"September 19, 2017",Patrice Banks,English,Girls Auto Clinic Glove Box Guide
Eamon Dolan/Houghton Mifflin Harcourt,"March 6, 2018",Ben Fritz,English,The Big Picture: The Fight for the Future of Movies
CreateSpace Independent Publishing Platform; Anniversary edition,"January 10, 2018",Andy Landis,English,"Social Security: The Inside Story, 2018 Silver Anniversary Edition"
Pearson; 15 edition,,Philip T. Kotler,English,Marketing Management (15th Edition)
Manjul Publishing House Pvt Ltd; 33945th edition,"February 22, 2012",Robert T. Kiyosaki,English,The Business of the 21st Century
For Dummies; 1 edition,,Kenneth Boyd,English,Accounting All-in-One For Dummies (For Dummies Series)
For Dummies; 3 edition,"October 16, 2017",Patricia Barry,English,Medicare For Dummies (For Dummies (Business & Personal Finance))
Back Bay Books; Reprint edition,"August 12, 2014",Brad Stone,English,The Everything Store: Jeff Bezos and the Age of Amazon
Berkley,"February 1, 1963",Ken Kesey,English,One Flew Over the Cuckoo's Nest
Zondervan,"August 22, 2017",Clay Scroggins,English,How to Lead When You're Not in Charge: Leveraging Influence When You Lack Authority
Random House Trade Paperbacks; Reprint edition,"March 7, 2017",Charles Duhigg,English,Smarter Faster Better: The Transformative Power of Real Productivity
Wiley; 1 edition,"February 6, 2018",Sven Smit,English,"Strategy Beyond the Hockey Stick: People, Probabilities, and Big Moves to Beat the Odds"
NOLO; 7 edition,,Melanie Cullen,English,Get It Together: Organize Your Records So Your Family Won't Have To
Hachette Books; 1 edition,"January 2, 1996",Richard Carlson,English,Don't Sweat the Small Stuff . . . and It's All Small Stuff: Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series)
Riverhead Books; Reprint edition,"December 3, 2013",Daniel H. Pink,English,To Sell Is Human: The Surprising Truth About Moving Others
Constable &amp; Robinson,"December 17, 2013",James Kerr,English,Legacy
"BiggerPockets Publishing, LLC; 1 edition","March 22, 2013",Mr. J Scott,English,"The Book on Flipping Houses: How to Buy, Rehab, and Resell Residential Properties (BiggerPockets Presents...)"
Sterling; Reprint edition,"October 2, 2012",Napoleon Hill,English,Outwitting the Devil: The Secret to Freedom and Success
McGraw-Hill; 1st edition,,Neil Rackham,English,SPIN Selling
"Thomas Nelson Inc; Revised, Updated, Anniversary edition","September 18, 2007",John C. Maxwell,English,The 21 Irrefutable Laws of Leadership Workbook: Follow Them and People Will Follow You
Peter Pauper Press; Csm Spi edition,"January 20, 2017",Kimberly Palmer,English,Your Balanced Budget (Monthly Planner)
Random House; First Edition edition,"September 5, 2017",Kurt Andersen,English,Fantasyland: How America Went Haywire: A 500-Year History
Avery,"September 6, 2016",Susan David,English,"Emotional Agility: Get Unstuck, Embrace Change, and Thrive in Work and Life"
International Publishers Co; New edition edition,"February 7, 2014",Karl Marx,English,The Communist Manifesto
McGraw-Hill Education; 3 edition,"November 18, 2015",Frank Gallinelli,English,"What Every Real Estate Investor Needs to Know About Cash Flow... And 36 Other Key Financial Measures, Updated Edition"
Post Hill Press,"February 13, 2018",David L. Bahnsen,English,Crisis of Responsibility: Our Cultural Addiction to Blame and How You Can Cure It
"Simon &amp; Schuster; Revised, Updated ed. edition","May 3, 2016",Laurence J. Kotlikoff,English,Get What's Yours - Revised & Updated: The Secrets to Maxing Out Your Social Security (The Get What's Yours Series)
Da Capo Press; English NonFiction Hardcover Book edition,"April 28, 2015",Ann Dunwoody,English,A Higher Standard: Leadership Strategies from America's First Female Four-Star General
South-Western College Pub; 15 edition,,Eugene F. Brigham,English,Financial Management: Theory & Practice
"Currency; Expanded, Updated edition","December 27, 2016",David Bach,English,"The Automatic Millionaire, Expanded and Updated: A Powerful One-Step Plan to Live and Finish Rich"
Random House Trade Paperbacks; Box edition,"November 15, 2016",Nassim Nicholas Taleb,English,"Incerto: Fooled by Randomness, The Black Swan, The Bed of Procrustes, Antifragile"
HarperBusiness; 1 edition,"April 15, 2014",Katty Kay,English,The Confidence Code: The Science and Art of Self-Assurance---What Women Should Know
Simon &amp; Schuster; 2nd edition,"April 3, 2000",Peter Lynch,English,One Up On Wall Street: How To Use What You Already Know To Make Money In The Market
LOMINGER INTERNATIONAL; 5th edition,,Michael M. Lombardo,English,"FYI: For Your Improvement - For Learners, Managers, Mentors, and Feedback Givers"
"BiggerPockets Publishing, LLC; 1 edition","March 22, 2013",Mr. J Scott,English,"The Book on Estimating Rehab Costs: The Investor's Guide to Defining Your Renovation Plan, Building Your Budget, and Knowing Exactly How Much It All Costs (BiggerPockets Presents...)"
Currency; Reprint edition,"April 18, 2017",Daymond John,English,"The Power of Broke: How Empty Pockets, a Tight Budget, and a Hunger for Success Can Become Your Greatest Competitive Advantage"
Visions International Publishing; 13426th edition,"September 1, 2009",Ernie J. Zelinski,English,"How to Retire Happy, Wild, and Free: Retirement Wisdom That You Won't Get from Your Financial Advisor"
AMACOM; 6 edition,"January 3, 2012",Loren B. Belker,English,The First-Time Manager
BenBella Books; Reprint edition,"April 5, 2016",Michael J. Maher,English,7L: The Seven Levels of Communication: Go From Relationships to Referrals
Howard Books,"September 20, 2011",Dave Ramsey,English,EntreLeadership: 20 Years of Practical Business Wisdom from the Trenches
PublicAffairs,"February 13, 2018",Melissa A Schilling,English,"Quirky: The Remarkable Story of the Traits, Foibles, and Genius of Breakthrough Innovators Who Changed the World"
Mariner Books; Reprint edition,"March 19, 2013",Enrico Moretti,English,The New Geography of Jobs
Apress; 1st ed. edition,,Daniel Drescher,English,Blockchain Basics: A Non-Technical Introduction in 25 Steps
BenBella Books,"September 5, 2017",Gino Wickman,English,What the Heck Is EOS?: A Complete Guide for Employees in Companies Running on EOS
HarperBusiness; 3 edition,"January 28, 2014",Geoffrey A. Moore,English,"Crossing the Chasm, 3rd Edition: Marketing and Selling Disruptive Products to Mainstream Customers (Collins Business Essentials)"
BiggerPockets; 1 edition,"October 28, 2015",Brandon Turner,English,"The Book on Managing Rental Properties: A Proven System for Finding, Screening, and Managing Tenants with Fewer Headaches and Maximum Profits"
Henry Holt and Co.,"January 9, 2018",Mike Lewis,English,When to Jump: If the Job You Have Isn't the Life You Want
William Morrow,"January 30, 2018",Joanne Lipman,English,That's What She Said: What Men Need to Know (and Women Need to Tell Them) About Working Together
William Morrow Paperbacks; Reprint edition,"March 7, 2017",Amy Morin,English,"13 Things Mentally Strong People Don't Do: Take Back Your Power, Embrace Change, Face Your Fears, and Train Your Brain for Happiness and Success"
Harper Business,"May 15, 2012",Clayton M. Christensen,English,How Will You Measure Your Life?
Ramsey Press; 1st edition,"September 14, 2016",Rachel Cruze,English,Love Your Life Not Theirs: 7 Money Habits for Living the Life You Want
HarperBusiness; 1 edition,"October 11, 2011",Jim Collins,English,"Great by Choice: Uncertainty, Chaos, and Luck--Why Some Thrive Despite Them All"
Twelve; 1 edition,"April 7, 2015",Laszlo Bock,English,Work Rules!: Insights from Inside Google That Will Transform How You Live and Lead
Wiley; 1 edition,,Sandra M. Reed,English,A Guide to the Human Resource Body of Knowledge (HRBoK)
Business Plus; Revised ed. edition,"February 18, 2014",Lois P. Frankel,English,Nice Girls Don't Get the Corner Office: Unconscious Mistakes Women Make That Sabotage Their Careers (A NICE GIRLS Book)
BiggerPockets; 1 edition,"August 13, 2014",Brandon Turner,English,The Book on Investing in Real Estate with No (and Low) Money Down: Real Life Strategies for Investing in Real Estate Using Other People's Money
Portfolio; Reprint edition,"August 28, 2012",Josh Kaufman,English,The Personal MBA: Master the Art of Business
St. Martin's Press; First Edition edition,"October 20, 2015",Jocko Willink,English,Extreme Ownership: How U.S. Navy SEALs Lead and Win
Harvard Business Review Press; 1 edition,"May 5, 2015",Harvard Business Review,English,"HBR's 10 Must Reads on Emotional Intelligence (with featured article ""What Makes a Leader?"" by Daniel Goleman)(HBR's 10 Must Reads)"
For Dummies; 2 edition,"April 18, 2016",Peter Leeds,English,Penny Stocks For Dummies
Penguin Books; Reprint edition,"December 14, 2007",Robert Greene,English,The 33 Strategies of War (Joost Elffers Books)
Greenleaf Book Group Press; email download mp3 only edition,"March 1, 2012",Grant Cardone,English,Sell or Be Sold: How to Get Your Way in Business and in Life
The Cunningham Group &amp; Carolina Academic Press; Fourth edition,,Lawrence A. Cunningham,English,"The Essays of Warren Buffett: Lessons for Corporate America, Fourth Edition"
Wiley; 16 edition,,Donald E. Kieso,English,Intermediate Accounting
CreateSpace Independent Publishing Platform; 1st edition,"November 28, 2016",Sarah Harnisch,English,Gameplan Workbook
Basic Books; 5 edition,,Thomas Sowell,English,Basic Economics
Wiley; 2 edition,"May 28, 2013",Joshua Rosenbaum,English,"Investment Banking: Valuation, Leveraged Buyouts, and Mergers and Acquisitions"
Wiley; 1 edition,"August 21, 2012",Jon Gordon,English,The Energy Bus for Kids: A Story about Staying Positive and Overcoming Challenges
Microsoft Press; 5 edition,,Wayne Winston,English,Microsoft Excel Data Analysis and Business Modeling (5th Edition)
Wiley; 1 edition,"March 20, 2018",Bruce D Schneider,English,Uncovering the Life of Your Dreams: An Enlightening Story
Currency; 1 edition,"May 8, 2012",Chris Guillebeau,English,"The $100 Startup: Reinvent the Way You Make a Living, Do What You Love, and Create a New Future"
Portfolio,"October 11, 2016",Grant Cardone,English,Be Obsessed or Be Average
Nicholas Brealey; 3 edition,"September 16, 2011",Henry Kimsey-House,English,"Co-Active Coaching: Changing Business, Transforming Lives"
Charmed Life Publishing; Volume 1 edition,"November 21, 2012",Morgana Rae,English,Financial Alchemy: Twelve Months of Magic and Manifestation (Volume 1)
McGraw-Hill Education; 2 edition,"May 14, 2013",Joseph Grenny,English,"Influencer: The New Science of Leading Change, Second Edition"
Thomas Nelson; Workbook edition,"January 2, 2018",Dave Ramsey,English,The Total Money Makeover Workbook: Classic Edition: The Essential Companion for Applying the Book’s Principles
Viperion Publishing Corporation; 1st edition,"January 4, 2011",MJ DeMarco,English,The Millionaire Fastlane: Crack the Code to Wealth and Live Rich for a Lifetime.
Prentice Hall Press; Later Printing Used edition,"January 1, 2001",Mark Douglas,English,"Trading in the Zone: Master the Market with Confidence, Discipline and a Winning Attitude"
Portfolio,"January 9, 2018",Jeff Haden,English,The Motivation Myth: How High Achievers Really Set Themselves Up to Win
Graphics Pr; 2nd edition,,Edward R. Tufte,English,The Visual Display of Quantitative Information
Harmony; Reprint edition,"March 17, 2015",Arianna Huffington,English,"Thrive: The Third Metric to Redefining Success and Creating a Life of Well-Being, Wisdom, and Wonder"
Doubleday; Revised &amp; Updated edition,"March 21, 2006",Peter M. Senge,English,The Fifth Discipline: The Art & Practice of The Learning Organization
Bloomsbury Academic; 30th Anniversary edition,,Paulo Freire,English,"Pedagogy of the Oppressed, 30th Anniversary Edition"
McGraw-Hill Education; 1 edition,"January 7, 2004",Jeffrey K. Liker,English,The Toyota Way: 14 Management Principles from the World's Greatest Manufacturer
Merkle Bloom LLC; 1 edition,"September 5, 2016",Andreas M. Antonopoulos,English,The Internet of Money
Mariner Books; 2nd Updated ed. edition,"April 26, 2016",Andrew Tobias,English,The Only Investment Guide You'll Ever Need
Penguin Books; Updated edition,"September 6, 2016",Yvon Chouinard,English,Let My People Go Surfing: The Education of a Reluctant Businessman--Including 10 More Years of Business Unusual
Prentice Hall Press; 2 edition,,Steve Nison,English,"Japanese Candlestick Charting Techniques, Second Edition"
CreateSpace Independent Publishing Platform,"January 20, 2016",Kevin Ward,English,The Book of YES: The Ultimate Real Estate Agent Conversation Guide
"Hay House, Inc.","January 16, 2018",Cait Flanders,English,"The Year of Less: How I Stopped Shopping, Gave Away My Belongings, and Discovered Life Is Worth More Than Anything You Can Buy in a Store"
Harvard Business Review Press; 1 edition,"August 6, 2013",Daniel Goleman,English,"Primal Leadership, With a New Preface by the Authors: Unleashing the Power of Emotional Intelligence"
Grand Central Publishing,"September 18, 2012",Cal Newport,English,So Good They Can't Ignore You: Why Skills Trump Passion in the Quest for Work You Love
Harvard Business Review Press; Box edition,,Harvard Business Review,English,HBR's 10 Must Reads Boxed Set (6 Books) (HBR's 10 Must Reads)
Portfolio,"May 10, 2016",Don Tapscott,English,"Blockchain Revolution: How the Technology Behind Bitcoin Is Changing Money, Business, and the World"
Penguin Books; Reprint edition,"August 8, 2017",Urban Meyer,English,Above the Line: Lessons in Leadership and Life from a Championship Program
Portfolio; 2/24/13 edition,"March 26, 2013",Olivia Fox Cabane,English,The Charisma Myth: How Anyone Can Master the Art and Science of Personal Magnetism
Bookmark Publishing; 2 edition,"February 15, 2016",Carolyn Warren,English,Repair Your Credit Like the Pros: How credit attorneys and certified consultants legally delete bad credit and restore your good name
American Bar Association; 1 edition,,Sally Balch Hurme,English,"ABA/AARP Checklist for My Family: A Guide to My History, Financial Plans and Final Wishes"
AMACOM; 51482nd edition,"September 4, 2012",Mike Weinberg,English,New Sales. Simplified.: The Essential Handbook for Prospecting and New Business Development
"Harvard Business Review Press; Revised, Expanded edition",,Karen Berman,English,"Financial Intelligence, Revised Edition: A Manager's Guide to Knowing What the Numbers Really Mean"
Successwise,"January 18, 2016",Allan Dib,English,"The 1-Page Marketing Plan: Get New Customers, Make More Money, And Stand out From The Crowd"
Innovation Press; 3.3.2012 edition,"April 20, 2012",Victor Cheng,English,Case Interview Secrets: A Former McKinsey Interviewer Reveals How to Get Multiple Job Offers in Consulting
Portfolio,"May 2, 2017",Nick Bilton,English,American Kingpin: The Epic Hunt for the Criminal Mastermind Behind the Silk Road
Grand Central Publishing; Reprint edition,"March 19, 2013",Tony Hsieh,English,"Delivering Happiness: A Path to Profits, Passion, and Purpose"
W. W. Norton &amp; Company; Reprint edition,"March 15, 2010",Michael Lewis,English,Liar's Poker (Norton Paperback)
Sackets Harbor Press; 1 edition,"January 10, 2017",Brian H Murray,English,Crushing It in Apartments and Commercial Real Estate: How a Small Investor Can Make It Big
Mariner Books; Reprint edition,"July 2, 2013",Paul Tough,English,"How Children Succeed: Grit, Curiosity, and the Hidden Power of Character"
SparkNotes; Study Guide ed. edition,,William Shakespeare,English,Macbeth (No Fear Shakespeare)
The Well-Trained Mind Press; 2 edition,"April 17, 2006",Susan Wise Bauer,English,"The Story of the World: History for the Classical Child: Volume 1: Ancient Times: From the Earliest Nomads to the Last Roman Emperor, Revised Edition"
Prima; 1 edition,"September 1, 1998",James C. Hunter,English,The Servant: A Simple Story About the True Essence of Leadership
Simon &amp; Schuster; Reprint edition,"January 2, 2018",Amy Goldstein,English,Janesville: An American Story
Ecco; Updated edition,"January 9, 2007",Anthony Bourdain,English,Kitchen Confidential Updated Edition: Adventures in the Culinary Underbelly (P.S.)
Dey Street Books,"January 23, 2018",William C. Rempel,English,The Gambler: How Penniless Dropout Kirk Kerkorian Became the Greatest Deal Maker in Capitalist History
Random House; 1st Edition edition,"May 16, 2017",Sam Walker,English,The Captain Class: The Hidden Force That Creates the World's Greatest Teams
Alfred A. Knopf; 1st edition,"September 8, 2009",Dayton Duncan,English,The National Parks: America's Best Idea
W. W. Norton &amp; Company; 1 edition,,Jessica Bruder,English,Nomadland: Surviving America in the Twenty-First Century
HarperCollins; 1 edition,"November 24, 2005",Jim Collins,English,Good to Great and the Social Sectors: Why Business Thinking is Not the Answer
Harper,"September 8, 2009",50 Cent,English,The 50th Law
McGraw-Hill Education; 2 edition,"June 13, 2016",John Schaub,English,"Building Wealth One House at a Time, Updated and Expanded, Second Edition"
4C Press,"January 30, 2018",Chris Ducker,English,Rise of the Youpreneur: The Definitive Guide to Becoming the Go-To Leader in Your Industry and Building a Future-Proof Business
Touchstone,"January 13, 2015",Jack Schafer,English,"The Like Switch: An Ex-FBI Agent’s Guide to Influencing, Attracting, and Winning People Over"
Baker Books,"November 7, 2017",Jordan Raynor,English,"Called to Create: A Biblical Invitation to Create, Innovate, and Risk"
BenBella Books; 1 edition,"April 7, 2015",Kory Kogon,English,Project Management for the Unofficial Project Manager: A FranklinCovey Title
Currency; Reprint edition,"September 17, 2013",Daron Acemoglu,English,"Why Nations Fail: The Origins of Power, Prosperity, and Poverty"
"RDA Press, LLC; Reprint edition","February 21, 2012",Ken McElroy,English,The ABCs of Real Estate Investing: The Secrets of Finding Hidden Profits Most Investors Miss (Rich Dad's Advisors (Paperback))
Thomas Nelson; Reprint edition,"October 18, 2016",Brad Lomenick,English,H3 Leadership: Be Humble. Stay Hungry. Always Hustle.
Da Capo Lifelong Books; 4 edition,"January 10, 2017",William Bridges,English,"Managing Transitions, 25th anniversary edition: Making the Most of Change"
McGraw-Hill Education; 4 edition,,Eric R. Dodge,English,"5 Steps to a 5: AP Macroeconomics 2018, Elite Student Edition"
Ten Speed Press; unabridged edition,"June 7, 2016",Martin Cate,English,"Smuggler's Cove: Exotic Cocktails, Rum, and the Cult of Tiki"
"RDA Press, LLC; 2nd edition","May 26, 2015",Tom Wheelwright,English,Tax-Free Wealth: How to Build Massive Wealth by Permanently Lowering Your Taxes (Rich Dad Advisors)
Vanguard Press,"March 22, 2011",Brian Tracy,English,No Excuses!: The Power of Self-Discipline
Hyperion; 1 edition,"March 8, 2000",Stephen C. Lundin,English,Fish: A Proven Way to Boost Morale and Improve Results
William Morrow; Updated edition,"October 15, 2013",Ken Blanchard,English,Leadership and the One Minute Manager Updated Ed: Increasing Effectiveness Through Situational Leadership II
Rodale Books; 1 edition,"June 6, 2017",Brad Stulberg,English,"Peak Performance: Elevate Your Game, Avoid Burnout, and Thrive with the New Science of Success"
For Dummies; 8 edition,"December 29, 2015",Eric Tyson,English,Personal Finance For Dummies
Eamon Dolan/Mariner Books; Reprint edition,"April 11, 2017",Anders Ericsson,English,Peak: Secrets from the New Science of Expertise
Harvard Business Review Press,"June 7, 2016",Chris Zook,English,The Founder's Mentality: How to Overcome the Predictable Crises of Growth
Jossey-Bass; 1 edition,"September 10, 1999",Parker J.  Palmer,English,Let Your Life Speak: Listening for the Voice of Vocation
K &amp; S Ranch; 1 edition,"March 1, 2012",Steve Blank,English,1: The Startup Owner's Manual: The Step-By-Step Guide for Building a Great Company
Random House Trade Paperbacks; Reprint edition,"March 6, 2018",Alan Alda,English,"If I Understood You, Would I Have This Look on My Face?: My Adventures in the Art and Science of Relating and Communicating"
Belknap Press: An Imprint of Harvard University Press; Reprint edition,"August 14, 2017",Thomas Piketty,English,Capital in the Twenty-First Century
Oxford University Press; 1 edition,,Byron Sharp,English,How Brands Grow: What Marketers Don't Know
HarperBusiness; 3rd ed. edition,"June 24, 2004",Jim Collins,English,Built to Last: Successful Habits of Visionary Companies (Harper Business Essentials)
Mariner Books; Reprint edition,"April 4, 2017",Chris Anderson,English,TED Talks: The Official TED Guide to Public Speaking
McGraw-Hill Education; 2 edition,"January 6, 2014",Michael Sincere,English,Understanding Options 2E
BiggerPockets,"December 14, 2017",David Greene,English,"Long-Distance Real Estate Investing: How to Buy, Rehab, and Manage Out-of-State Rental Properties"
HarperOne,"May 16, 2017",Eric Barker,English,Barking Up the Wrong Tree: The Surprising Science Behind Why Everything You Know About Success Is (Mostly) Wrong
"Little, Brown and Company; 5 edition","April 15, 2014",Paul D. Tieger,English,Do What You Are: Discover the Perfect Career for You Through the Secrets of Personality Type
Rockin' Robbins Publishing,"October 25, 2013",Sarah Robbins,English,ROCK Your Network Marketing Business: How to Become a Network Marketing ROCK STAR
Thomas Nelson Publishing; 1 edition,"April 6, 2012",Andy Andrews,English,The Traveler's Gift
Assn. for Supervision &amp; Curriculum Development; 2nd Expanded edition,,Jay McTighe,English,Understanding By Design
Brown Books Publishing Group,"May 17, 2016",Alex Becker,English,The 10 Pillars of Wealth: Mind-Sets of the World's Richest People
CreateSpace Independent Publishing Platform,"December 11, 2017",Alan T. Norman,English,"Blockchain Technology Explained: The Ultimate Beginner’s Guide About Blockchain Wallet, Mining, Bitcoin, Ethereum, Litecoin, Zcash, Monero, Ripple, Dash, IOTA And Smart Contracts"
Harvard Business Press; 1 edition,,Peter F. Drucker,English,Managing Oneself (Harvard Business Review Classics)
Bantam; Reprint edition,"August 16, 2016",Mahzarin R. Banaji,English,Blindspot: Hidden Biases of Good People
O'Reilly Media; 1 edition,"April 2, 2017",Camille Fournier,English,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change
South-Western College Pub; 5 edition,,William M. Pride,English,Foundations of Business (Standalone Book)
McGraw-Hill Education; 1 edition,"April 18, 2002",Elizabeth Pantley,English,The No-Cry Sleep Solution: Gentle Ways to Help Your Baby Sleep Through the Night
Thomas Nelson; 1 edition,"March 30, 2010",John C. Maxwell,English,"Everyone Communicates, Few Connect: What the Most Effective People Do Differently"
Currency; 1 edition,"March 9, 2010",Jason Fried,English,Rework
"Hay House, Inc.; First Edition edition","October 28, 2014",Brendon Burchard,English,The Motivation Manifesto
Amazon Publishing,"May 21, 2013",99U,English,"Manage Your Day-to-Day: Build Your Routine, Find Your Focus, and Sharpen Your Creative Mind (The 99U Book Series)"
Independently published,"April 18, 2017",John Roberts,English,Stock Investing For Beginners: How To Buy Your First Stock And Grow Your Money
Pfeiffer; 3 edition,,Peter Block,English,Flawless Consulting: A Guide to Getting Your Expertise Used
Box of Tricks Publishing,"July 26, 2017",Phil M Jones,English,Exactly What to Say: The Magic Words for Influence and Impact
Productivity Press; 3 edition,,David Mann,English,"Creating a Lean Culture: Tools to Sustain Lean Conversions, Third Edition"
For Dummies; 6 edition,"March 4, 2016",Eric Tyson,English,Home Buying Kit For Dummies
Brooks Cole; 9 edition,,Gerald Corey,English,"Issues and Ethics in the Helping Professions, Updated with 2014 ACA Codes (Book Only)"
Perceptive Press,"March 7, 2018",Bernadette Jiwa,English,Story Driven: You don't need to compete when you know who you are
Portfolio; 1 edition,"October 16, 2008",Seth Godin,English,Tribes: We Need You to Lead Us
For Dummies; 3 edition,"September 2, 2014",Jennifer Reuting,English,Limited Liability Companies For Dummies
Dutton,"March 6, 2018",Janice Kaplan,English,"How Luck Happens: Using the Science of Luck to Transform Work, Love, and Life"
W. W. Norton &amp; Company; 1 edition,"June 27, 2017",Andrew McAfee,English,"Machine, Platform, Crowd: Harnessing Our Digital Future"
Sybex; 4th edition,,Sandra M. Reed,English,PHR / SPHR Professional in Human Resources Certification Study Guide
Scribner,"January 9, 2018",Lea Berman,English,Treating People Well: The Extraordinary Power of Civility at Work and in Life
University of Chicago Press; 1st edition,"March 15, 2007",F. A. Hayek,English,"The Road to Serfdom: Text and Documents--The Definitive Edition (The Collected Works of F. A. Hayek, Volume 2)"
Potter Style,"December 26, 2007",Carley Roney,English,"The Knot Book of Wedding Lists: The Ultimate Guide to the Perfect Day, Down to the Smallest Detail"
For Dummies; 3 edition,,Steven M. Rice,English,"Series 7 Exam For Dummies, with Online Practice Tests"
Touchstone; 1st Fireside ed edition,"April 9, 1992",Frank Bettger,English,How I Raised Myself from Failure to Success in Selling
O'Reilly Media; 1 edition,,Nancy Duarte,English,slide:ology: The Art and Science of Creating Great Presentations
Berrett-Koehler Publishers; 2 edition,"February 9, 2016",John Perkins,English,The New Confessions of an Economic Hit Man
Chelsea Green Publishing,,Donella H. Meadows,English,Thinking in Systems: A Primer
PebbleStorm; 48200th edition,"July 8, 2011",Aaron Ross,English,Predictable Revenue: Turn Your Business Into a Sales Machine with the $100 Million Best Practices of Salesforce.com
AMACOM; 39256th edition,"June 10, 2005",Paul Falcone,English,2600 Phrases for Effective Performance Reviews: Ready-to-Use Words and Phrases That Really Get Results
Sirio; Translation edition,"November 1, 2011",T. Harv Eker,Spanish,Los secretos de la mente millonaria (Spanish Edition)
CreateSpace Independent Publishing Platform; 2 edition,"May 9, 2014",John Rossman,English,The Amazon Way: 14 Leadership Principles Behind the World's Most Disruptive Company
Plata Publishing; Reprint edition,"April 3, 2012",Robert T. Kiyosaki,English,"Rich Dad's Guide to Investing: What the Rich Invest in, That the Poor and the Middle Class Do Not!"
Vintage; 2nd edition,"March 30, 2004",Ron Chernow,English,"Titan: The Life of John D. Rockefeller, Sr."
Portfolio,"April 25, 2017",Vanessa Van Edwards,English,Captivate: The Science of Succeeding with People
AoPS Incorporated; 7th edition,,Richard Rusczyk,English,"The Art of Problem Solving, Vol. 1: The Basics"
Jossey-Bass; 1 edition,"November 16, 2015",Patrick M. Lencioni,English,The Truth About Employee Engagement: A Fable About Addressing the Three Root Causes of Job Misery
CreateSpace Independent Publishing Platform,"March 1, 2016",Mark Ferguson,English,"Build a Rental Property Empire: The no-nonsense book on finding deals, financing the right way, and managing wisely."
Penguin Press; First Edition edition,,Geoffrey West,English,"Scale: The Universal Laws of Growth, Innovation, Sustainability, and the Pace of Life in Organisms, Cities, Economies, and Companies"
Vintage; First Thus edition,"July 12, 1975",Robert A. Caro,English,The Power Broker: Robert Moses and the Fall of New York
Vintage; 2nd edition,"August 29, 1995",Andrew S. Grove,English,High Output Management
For Dummies; 1 edition,"May 1, 2017",Eric Tyson,English,Investing All-in-One For Dummies (For Dummies (Business & Personal Finance))
Penguin Press; 1 edition,"April 11, 2017",Elisabeth Rosenthal,English,An American Sickness: How Healthcare Became Big Business and How You Can Take It Back
Jossey-Bass; 2 edition,,Bill George,English,Discover Your True North
Syngress; 3 edition,,Eric Conrad,English,"Eleventh Hour CISSP®, Third Edition: Study Guide"
HarperBusiness,"December 26, 2017",Jesse Mecham,English,"You Need a Budget: The Proven System for Breaking the Paycheck-to-Paycheck Cycle, Getting Out of Debt, and Living the Life You Want"
Gallup Press; 1 edition,"January 29, 2001",Marcus Buckingham,English,"Now, Discover Your Strengths"
Routledge; 1 edition,"April 30, 2016",Judith E. Glaser,English,Conversational Intelligence: How Great Leaders Build Trust and Get Extraordinary Results
Wiley; 1 edition,"January 17, 2012",Jack D. Schwager,English,"Market Wizards, Updated: Interviews With Top Traders"
