,X,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,cluster_kmeans,cluster_pam
3279,3279,0.340908287,0.761890903,0.486902319,-0.023457259,0.477058799,-0.254604421,0.074477188,-0.234585598,-0.016066194,0.502075285,-0.186864845,-0.186369628,-0.246018246,0.316126392,0.146275908,-0.004153103,0.641429931,0.856853068,-0.021318033,0.637513712,-0.433998458,0.309726883,0.644281626,0.691987544,-0.535115251,0.216014553,0.626111448,-0.238475509,-0.349764213,0.396074012,-0.72529386,0.017320439,-0.229249552,-0.25051295,-0.383294344,-0.075422287,-0.337629259,0.552412003,-0.324263781,0.350203,-0.528029393,-0.150790703,-0.337351829,0.466960832,-0.957735181,0.025063783,0.344142422,-0.375605807,-0.265968561,0.215410113,4,3
3280,3280,0.568808166,0.389240867,0.299892326,-0.029688966,-0.066238642,0.058696613,0.092585976,-0.15768379,0.77103131,0.505843567,0.18298493,-0.023930027,-0.046119022,0.227754536,-0.480054059,-0.176899412,-0.077397562,0.160388423,0.089168663,-0.44119438,-0.332564334,-0.280133009,0.007432324,-0.102053588,-0.360182836,0.052458214,-0.533476338,0.329226507,-0.067933159,-0.460113842,0.29640495,-0.112676403,0.136337652,-0.165239596,-0.099516437,-0.233934066,0.531950988,0.032050688,0.164993207,-0.227481048,-0.121499967,-0.362902383,-0.333502067,-0.255038332,0.009930853,-0.362148281,0.32294482,-0.09810133,-0.203889715,-0.037125136,4,3
3281,3281,-0.07606262,-0.447256535,-0.360316224,0.629116267,-0.65608573,0.132450193,-0.115765639,-0.004076399,-0.208114658,-0.414698839,-0.103626922,-0.578791872,-0.055250362,-0.098521464,0.522600442,-0.517901488,-0.036449976,-0.340688854,0.021826968,-0.005286515,0.250931559,0.779812962,-0.553816587,-0.110993505,0.211699903,-0.520067215,-0.055924714,0.472159564,-0.570844829,0.314436741,-0.238133609,0.301382467,0.625448644,-0.375820145,0.976339877,0.022750676,0.249550506,0.842320025,-0.674634784,-0.408989318,-0.044115871,0.360402897,-0.711786002,-0.525612086,-0.296138018,-0.603680491,-0.246312007,0.630302146,-0.901960582,-0.753920227,4,3
3282,3282,-0.016160178,0.044827357,-0.009474266,0.071252648,-0.038912227,0.251170627,0.12859164,0.238900894,0.183345822,0.167790509,-0.715355247,-0.227814058,-0.222253642,-0.162299759,-0.075166242,0.152329685,-0.024543627,0.391920245,-0.287749294,-0.352987771,-0.013404336,-0.210311675,-0.157753289,0.353044185,-0.166980501,-0.295284263,0.20364808,-0.28152002,-0.27382367,-0.009221963,-0.283519696,0.410581118,0.304220469,-0.170695818,0.08189391,0.046510431,0.114819212,0.109198105,0.037279915,-0.395391686,-0.181214456,-0.364805384,-0.235354535,-0.166920404,-0.275297515,0.051156617,0.010486377,0.108560125,-0.035743172,0.113423881,4,3
3283,3283,-0.115923097,-0.563884139,-0.566788174,0.407335097,0.443387546,-0.224792582,0.184499091,0.438648716,-0.596736693,0.201565469,-0.56804313,0.159982379,0.662492899,0.164004042,-0.061574704,-0.093831606,0.59774471,0.129147971,0.369723307,0.418937496,-0.12706851,-0.299758489,-0.582993179,-0.316978862,-0.163225961,-0.144166246,0.234311994,0.22351684,0.349150863,0.020830768,-0.513212028,-0.774984617,-0.362906802,-0.435616128,0.267646714,0.445986683,-0.620530116,-0.330807426,0.867856828,-0.070131379,-0.081269787,-0.113044032,0.307270728,0.019533506,0.145780928,0.2154919,-0.630923201,0.623833183,-0.088004808,-0.568649502,4,3
3284,3284,0.041349486,-0.1780631,-0.168059503,-0.235059843,-0.42060866,0.591376526,0.49443777,0.432488617,-0.791672813,-0.087308674,-0.455993883,-0.3593833,0.329610985,0.234833607,0.100646752,-0.454432636,0.342565034,0.00481125,-0.302412214,0.134338208,0.247245299,-0.295876802,-0.140865733,0.709384384,-0.078172263,-0.229122941,-0.204172732,0.050537155,0.371707305,0.330090074,-0.483778225,0.107311665,0.620181651,-0.360266846,0.142550479,-0.038457461,0.339792695,0.51796232,-0.007393067,0.177834957,-0.128049281,-0.508408946,-0.339129058,0.519516532,0.060922859,0.40028273,0.172347827,0.298226845,0.033527866,-0.153764231,4,3
3285,3285,-0.096776067,-0.499444687,-0.509851796,0.341990745,0.407955835,-0.080549645,0.229804234,0.554834572,-0.785519672,0.311911238,-0.791615189,-0.163858284,0.861246053,0.131801867,-0.282339069,-0.139774704,0.676084238,0.054720705,0.34325376,0.486626736,-0.119965049,-0.599205819,-0.633167626,-0.105242314,-0.503482189,-0.02572521,0.156436113,0.197124773,0.235987362,0.25809313,-0.555540169,-0.527401119,-0.002802144,-0.474883725,0.167684739,0.534642814,-0.822387826,-0.140604014,0.702652756,-0.017572061,-0.448491927,-0.444950325,0.266755453,-0.097590951,0.008655772,0.323643865,-0.758153527,0.739947108,0.098953563,-0.558423414,4,3
3286,3286,-0.150947812,-0.083168998,-0.225911923,-0.147022173,0.42477939,-0.284654861,-0.144844152,0.244819673,0.013472605,0.153581679,-0.395306051,-0.675943087,-0.203342463,-0.051921526,-0.231085184,-0.177406897,-0.001449006,0.325533042,-0.352329753,-0.173913508,-0.40352758,-0.57044367,0.074173058,0.694542011,-0.620172352,-0.027713616,-0.090175822,0.068251734,-0.362941404,0.093994421,-0.14547764,0.29187723,0.399489572,-0.061812113,-0.084870766,-0.220586427,0.003012348,0.040599791,0.16363751,0.235829731,-0.145410021,-0.283169035,-0.208644323,-0.050011721,0.240022838,0.172415293,0.001811011,0.449085275,0.15146739,0.050000662,4,3
3287,3287,0.23330936,-0.069723055,0.010468781,0.135548315,0.023588106,0.205845063,-0.021327456,0.053844502,0.123096488,0.13952344,0.083854288,-0.261301031,-0.722580527,0.377279552,-0.222031536,-0.134880691,0.270633022,0.487809661,-0.181292096,-0.192176533,-0.055254268,-0.25230748,-0.044783647,-0.157823628,0.059257004,-0.157446211,-0.16503584,-0.308442354,0.023314583,0.344829613,0.025321525,0.46715303,-0.180476621,0.244394333,-0.057469243,-0.116246001,0.247203143,-0.464795083,0.101938256,-0.015982809,-0.135021987,-0.218522931,-0.48630555,0.366041853,-0.212055676,-0.354254141,-0.065291685,0.825268254,-0.138429695,0.01142441,4,3
3288,3288,-0.152425501,-0.052305128,0.48734092,-0.200458625,-0.509533931,0.734768108,-0.282902658,0.609445918,-0.837933324,0.778235614,-0.082066122,-0.684729476,0.076806776,-0.174343124,-0.112895507,-0.473999955,0.795130663,-0.028756704,-0.178083876,0.185165554,0.027088425,-0.692029318,0.05201162,0.753022589,-0.141255138,-0.161257418,-0.726988904,0.34927849,0.010318704,0.433766529,-0.219851023,0.405396178,0.470021211,-0.239154123,-0.22287732,0.466708887,-0.11231577,0.302130842,0.353833757,0.038128864,-0.297390163,-0.792625308,-0.591217553,0.198260025,-0.409333587,0.263050716,-0.422594842,0.528374059,0.123590687,-0.462181492,4,3
3289,3289,-0.197287667,0.25853811,0.117097276,-0.548778755,-0.261771587,0.552667707,-0.371676768,0.507411136,-0.798126097,0.807367414,-0.498340828,-0.49214977,0.0760144,-0.026295242,0.264523229,-0.186464503,0.447726982,-0.074942951,-0.135264526,-0.220355244,-0.105557141,-0.235714473,-0.324290845,0.653209065,-0.099529182,-0.372143632,-0.3955055,0.436239485,0.334668856,0.124247042,-0.19832498,-0.130801588,0.234056483,-0.54942368,-0.482216217,0.530237402,0.055488429,0.365513281,0.793036575,0.163825341,-0.426444953,-0.621042685,-0.11453893,0.133564659,-0.241770228,0.530819172,-0.189192496,0.228319167,-0.31273199,-0.430802,4,3
3290,3290,0.116059162,0.181817794,0.165195268,-0.318443451,-0.009226564,0.186656237,0.027680846,0.623505448,-0.632091752,0.135560306,-0.404317675,-0.547925156,0.088513315,-0.005023254,-0.054811638,0.092200225,0.48239606,0.080775409,-0.314972193,-0.330474669,-0.003559011,-0.22582384,0.308261451,0.234060496,0.072462105,-0.036764486,0.014837245,0.187432717,0.052644462,0.078499114,-0.427344877,0.311571011,0.514542817,0.051517591,-0.422680158,0.203450331,-0.016805472,0.234936938,-0.061047789,-0.0001914,-0.243240046,-0.438331195,-0.392446331,0.287300917,-0.430949014,0.154328646,-0.115858311,0.273503717,0.037150142,-0.087815432,4,3
3291,3291,-0.166851299,-0.359944975,-0.284634015,-0.658961356,-0.208232194,0.565157853,-0.167856971,0.59125839,0.005957717,0.016501419,-0.129630029,0.303357221,-0.16858498,-0.120194074,-0.275490578,-0.141337659,-0.130147688,-0.264155164,0.420992697,-0.178077281,0.12070993,-0.0624035,0.322678491,0.209019832,-0.224733317,-0.201721236,0.162517779,-0.210915744,-0.058900177,-0.302776597,0.001402173,-0.076503871,-0.367799977,0.411776915,0.315681793,0.375032028,-0.012512652,-0.010660982,-0.398333602,-0.575974058,-0.321916148,-0.243583173,-0.412098996,-0.157441409,-0.245616779,-0.086477944,0.345464319,-0.174513455,0.135700822,0.290648232,4,3
3292,3292,-0.340696715,0.033864334,0.440877438,-0.181189952,-0.289962636,0.481324913,0.010922447,0.256202176,-0.417584002,0.122334374,-0.097710025,-0.454600398,0.095388779,0.025861679,-0.028058821,-0.284873349,0.481847579,-0.021805075,-0.178922625,-0.327528242,-0.012156129,0.012922134,0.000766069,0.379938756,-0.166748724,-0.175442548,0.093034256,0.029918029,-0.046110325,0.021907844,-0.099846968,0.050636608,0.469393765,-0.215552347,0.096060686,0.190027502,-0.231534173,0.445778093,0.565406606,0.321768139,-0.135900732,-0.517276331,0.19245934,0.349854484,-0.048619497,0.3551948,-0.174655879,0.464603823,0.134103199,-0.077274432,4,3
3293,3293,0.256159306,0.038487233,-0.409310263,-0.054700975,0.096991082,0.235918195,-0.371808057,0.108517205,0.343740412,-0.049908758,-0.185851857,-0.249575072,-0.187968597,-0.246075798,-0.187811501,0.045664171,-0.045958894,0.655348765,-0.741606442,-0.316512913,-0.168927756,-0.892428791,0.038286287,0.429729365,0.023905912,-0.413364804,0.128709296,-0.153318067,-0.249226938,-0.479178635,-0.304065223,0.486923138,0.33559045,0.43085767,-0.244263797,-0.328337272,0.214073567,-0.054531017,0.28335664,-0.148878619,-0.186289961,-0.560784042,-0.43577662,-0.140869704,0.18351566,0.030147642,-0.02064368,0.406863807,-0.314625971,0.130693836,4,3
3294,3294,0.41865104,-0.012041955,0.008667446,0.079884359,0.121733719,-0.112981341,0.003243937,0.375377869,-0.317652172,-0.559295846,-0.236629453,-0.330257431,0.375817128,-0.110466748,0.137183897,-0.2084244,-0.259140764,0.063044405,0.042204458,0.408643467,-0.006508468,0.069309165,0.144174154,-0.044250401,0.15680979,-0.262071833,-0.470696738,0.122326775,-0.002274504,-0.20044847,-0.054704972,0.145221278,0.018328476,-0.232676469,-0.242232667,-0.126886397,0.069427613,0.020660989,-0.073334793,-0.098436913,-0.592989459,-0.280695472,-0.335276901,-0.679721214,-0.303593755,0.02975591,-0.198446052,-0.019114524,-0.015438057,-0.412458448,4,3
3295,3295,0.378304549,0.027516082,-0.017959774,-0.534072757,-0.261146292,-0.501594122,0.455366991,-0.179606587,0.378122203,0.549464211,0.598589577,0.32416733,-0.510112375,-0.425150296,0.362844918,1.103542119,0.247999124,0.521654516,0.292167515,0.395420171,-0.143806633,-0.455265075,0.326505392,-0.423820749,0.350863077,-0.616357282,-0.386856496,0.006872147,0.667611152,0.429156995,-0.602790684,-0.26292266,0.476597741,0.36885564,-0.249732062,-0.484670982,0.375883549,0.116458267,-0.41973263,1.018489152,-0.384770168,0.224228866,0.402319216,-0.109404594,0.411868185,-1.049500883,-0.319655269,-0.546055391,0.297796667,-0.119678706,4,3
3296,3296,0.262432341,0.517691511,-0.119659826,-0.380761191,0.121478172,0.190225236,0.186491415,-0.283019226,0.191059001,0.172581777,0.257656172,0.124318413,-0.209477544,-0.182678349,-0.080032758,0.707482904,0.149774574,-0.592101093,0.111792296,-0.510703266,0.025380348,-0.277627133,-0.021328811,-0.175778702,0.226506405,-0.205569654,-0.088736482,0.275855672,-0.246430553,-0.371404358,0.305069022,-0.083787166,-0.382141588,0.054762591,-0.34258531,-0.343632159,0.450970158,-0.201282972,-0.456700245,0.499265824,-0.233290916,0.572660614,-0.202686518,-0.045543153,0.231853435,-0.538718797,-0.398589466,0.196681976,-0.199460611,-0.044090532,4,3
3297,3297,-0.27465035,0.178314253,0.025499628,-0.072020799,0.123497812,-0.020223888,-0.245176956,0.13306921,-0.156189625,-0.127702763,-0.1325873,-0.155712911,-0.087609193,0.013439753,-0.116654538,0.222788656,-0.268586401,0.455341183,-0.147737617,-0.001086282,-0.308234911,-0.318264291,-0.171663983,0.523843635,-0.200173346,0.094176868,-0.400080465,0.00405674,-0.163239873,-0.095056867,-0.064744914,0.103020007,0.439679403,0.109157445,-0.208339184,-0.248795844,0.016124656,0.033196631,0.318732718,-0.209681323,0.033882648,-0.052104403,-0.230523442,0.003505402,0.1071915,0.051742759,0.124325402,0.591616262,0.148992397,0.118442052,4,3
3298,3298,0.035951332,-0.484972963,-0.142128427,-0.129788775,-0.221565604,-0.348823044,-0.241461456,0.366293292,-0.480562767,0.039590586,0.257354345,0.389744662,-0.607650405,-0.623069979,0.327569876,-0.438760341,-0.183390466,0.152792431,0.078911696,0.084161602,-0.065211743,0.242927156,-0.161187612,-0.334519176,0.058527783,-0.882833481,-0.207523819,0.357585486,0.39838206,0.423543166,0.463913554,0.225688808,-0.058887234,0.008274422,0.517394468,0.533004493,-0.543886133,-0.055390481,-0.511907507,-0.408848407,0.220717847,-0.240872055,-0.247308105,-0.068034835,0.015890609,-0.190722421,-0.358390994,-0.044265939,-0.19049531,0.02905314,4,3
3299,3299,-0.164291918,-0.12441336,0.007427068,-0.222452484,-0.067654724,0.009250188,0.113525998,-0.241656492,0.174784049,-0.269799773,-0.163064841,0.125985773,-0.183813887,0.314221483,-0.225981012,0.033386671,-0.072686886,0.202604393,-0.151710141,0.128656591,0.155395629,0.111601155,-0.150779742,0.126059767,0.10101711,0.057975952,-0.089309744,0.139260113,-0.281139342,-0.131745305,-0.094872242,-0.064294131,0.024705267,-0.06019187,-0.063168524,-0.191074327,-0.246963713,-0.058604803,-0.146445585,-0.146089006,0.16338761,-0.089078699,0.181944921,0.33534912,0.333540174,0.064863579,0.096791725,-0.385425577,0.113878603,0.121899562,4,3
3300,3300,-0.275171038,-0.097297531,0.095952459,-0.122386473,-0.156759042,0.512908693,0.178616181,0.763340384,-0.832293615,0.661503531,-0.623554688,-0.497747637,0.413619548,0.088708058,0.14904834,-0.293683574,0.455658684,-0.231518481,-0.139782803,-0.21758505,-0.178260423,-0.366691268,-0.242779281,0.807747595,0.111732066,-0.781711111,-0.476825818,-0.000611253,0.225237317,0.296874892,-0.399236131,0.136585049,0.485477517,0.032233857,-0.744726203,0.658605643,-0.43149668,0.050629557,0.369933635,0.061765254,-0.562702794,-0.62322811,-0.018483063,0.299642407,-0.416052222,0.488170028,-0.462068435,0.585837914,0.495991699,-0.317858157,4,3
3301,3301,-0.145101714,-0.37226716,-0.485999818,0.130059223,0.291912161,0.035954575,0.18937098,0.627660203,-0.885886426,0.344993658,-0.665378349,-0.223401151,0.593274848,0.149993032,-0.24875848,-0.0802356,0.622080265,0.195415803,0.271811615,0.31618817,-0.126477416,-0.57831905,-0.550458109,-0.210542406,-0.51294248,-0.134300942,0.016129589,0.247966647,0.200833489,0.204354573,-0.336657631,-0.493834998,0.087741124,-0.380630679,0.174431109,0.350772348,-0.780197545,0.029286918,0.441479622,0.122129283,-0.454250064,-0.500870508,0.109913852,-0.108730078,0.087582631,0.382817579,-0.539696271,0.598768062,0.015769831,-0.554002317,4,3
3302,3302,0.305631027,0.223160563,-0.055961541,0.085944476,-0.043999636,0.091738684,0.353796213,0.268083057,0.181210639,-0.085752476,-0.094715436,-0.135163092,0.003451743,-0.042809435,-0.209654786,-0.358984354,-0.111540467,0.488399062,0.029045652,0.090786329,-0.199521603,-0.167511605,0.400166874,0.04143639,0.109163382,-0.011287835,0.032255078,0.107371895,-0.23168817,-0.189870059,-0.05999911,-0.138488342,0.02075223,-0.101860686,-0.05941849,-0.171490468,0.074314344,-0.017086471,0.068243836,-0.048076456,-0.577767126,0.265280984,-0.108089808,-0.065005998,-0.206966823,0.163869926,0.029942586,0.058497952,0.008671078,-0.262282848,4,3
3303,3303,0.163203123,-0.005848892,0.274366945,0.456559435,0.005792245,-0.474867389,-0.218292847,-0.314746961,0.555974841,-0.246272266,0.137630522,-0.034496307,0.248054951,0.455732899,-0.132635564,0.444062427,0.133476518,-0.109607086,-0.092325583,0.244153914,0.452142317,0.135855675,-0.969862789,-0.07934311,0.018911093,-0.121210098,0.16069369,-0.738077134,0.244242485,0.298476383,-0.252605006,-0.736075282,0.687620908,-0.427906394,0.027264878,0.176611308,-0.447274376,0.427707724,-0.108701736,0.604363948,0.202994525,0.394873813,0.688015908,0.226196446,-0.270026162,-0.122039773,-0.32696896,-0.503978789,0.450743776,-0.276921917,4,3
3304,3304,-0.734486155,-0.320251653,0.005866911,-0.056812432,0.269909906,-0.217728622,0.104424289,0.185541064,-0.013363559,0.049599782,-0.318021402,0.025437392,0.134333184,-0.285871612,-0.404122055,-0.204544973,0.230862189,0.057018101,-0.921124652,-0.168176053,0.764347568,-0.240881424,0.28443996,-0.120718776,-0.174506812,-0.272917019,-0.002012141,0.170808285,-0.06464494,-0.070443321,0.018086923,0.555362023,0.746820085,0.006335557,0.229903959,-0.070022263,0.430832215,0.518451281,-0.066938885,0.510543808,0.274124969,-0.077583253,-0.019798779,-0.128001405,0.02258105,0.062287999,-0.174431637,-0.200032364,0.045131748,0.14964404,4,3
3305,3305,0.056927129,0.171294553,-0.108588468,-0.15299787,-0.386989104,0.268324344,-0.066021712,0.173408377,-0.459989321,0.0173644,-0.265971692,-0.602998983,0.199553283,0.043783206,-0.077386955,-0.221228817,0.422868364,0.132179371,0.269016793,-0.760240455,-0.020425577,0.107138369,0.23980456,0.619381488,-0.004832164,-0.162748232,-0.135824542,-0.172513052,0.006847922,-0.023255401,0.03968724,-0.012951723,-0.216655862,-0.007043216,0.468742993,-0.346340165,0.310436432,0.103987154,0.300186467,-0.236399847,0.032307552,0.247312405,-0.43526493,-0.478170427,0.39039003,0.370078656,-0.112452726,-0.200064795,-0.034657973,-0.488400718,4,3
3306,3306,-0.095217263,-0.535577557,-0.860474106,0.198170323,0.503496791,-0.071778054,0.120507305,0.284495995,-0.468932963,0.122846994,-0.419378875,0.194953377,0.736867268,0.147173617,-0.228728307,0.000164446,0.331449671,0.12845398,0.441748603,0.20120083,-0.32406576,-0.340965658,-0.558865195,-0.258998355,-0.281276264,0.103133853,0.247061333,0.165263416,0.192137626,0.127077861,-0.193211549,-0.332338567,-0.083458295,-0.194472923,0.060813957,0.203913871,-0.590241736,-0.39769573,0.540899822,0.021012863,-0.140071326,-0.443659377,0.476294952,0.008736285,0.002649813,0.179375666,-0.648523838,0.546611084,-0.179608647,-0.49648855,4,3
3307,3307,0.263789501,0.004404618,-0.330222446,-0.02703982,0.158264499,0.389567972,-0.298616463,0.236462107,-0.191177218,-0.228191751,-0.013701904,-0.095173348,-0.150287278,-0.286597363,0.170642473,-0.334016741,-0.110364494,0.344504179,-0.153948553,0.024015108,-0.188397817,0.233138461,-0.258156596,-0.011402054,0.005886875,0.013131147,0.017655909,0.154794764,0.413313583,0.118552851,0.053050619,-0.095825978,0.138987806,0.123323727,-0.157712706,-0.059053355,0.263871871,-0.013649562,-0.179320801,0.019853152,-0.467322785,-0.180648089,-0.118355967,0.26671052,-0.04160965,0.137796903,-0.177545128,0.098202964,0.287238534,0.342243716,4,3
3308,3308,-0.05258099,-0.001018474,0.115422241,-0.439803392,-0.056565041,0.318356833,-0.314916344,-0.036812683,-0.156692593,-0.063387444,-0.054803239,0.065471113,-0.03076429,-0.109592203,0.196024067,0.008416388,-0.333546432,0.665594109,0.063769284,-0.445157326,-0.276624185,0.035942422,-0.114269423,-0.016291508,-0.349962267,-0.248191273,-0.49754414,-0.386121772,0.241597086,-0.169058268,-0.471694295,0.615934648,0.288916859,0.037340578,-0.580602945,-0.105695348,0.06756518,0.270288321,0.414175668,0.106661355,0.206015515,-0.455506926,0.286600364,-0.098754024,-0.040449859,0.657991813,-0.405335132,0.100661336,0.187020602,0.204597623,4,3
3309,3309,0.229222594,-0.108637648,0.076706412,-0.389140294,-0.145263674,0.454354665,0.709630695,1.096818825,-0.863915656,0.006706287,-0.648188823,-1.126349083,0.309299394,0.122039963,-0.095956417,-0.370796151,0.68533805,0.291247502,0.135932792,-0.047527951,-0.328385847,-0.653440697,0.124755514,0.860164701,-0.043250889,-0.236380855,-0.994546761,0.242946872,0.048549915,0.0844786,-0.230131501,-0.204705111,0.742279092,-0.432368133,-0.240614461,0.038624896,-0.10145466,0.444032069,0.205108857,0.35730044,-1.39017869,-0.362489894,-0.487089977,-0.083065887,-0.497276004,0.417357256,-0.348972523,0.882905099,0.224754671,-0.525584623,4,3
3310,3310,0.322370361,-0.134539172,-0.559401168,0.288344364,0.040922746,-0.17010794,0.205284739,0.293978429,-0.548488514,-0.069932212,-0.260240653,-0.491939306,0.396898462,0.306498669,-0.313067379,-0.242232138,0.316998298,0.1021145,0.228819406,0.155603358,-0.388311093,-0.383811313,-0.025701146,-0.196740671,-0.280687029,-0.013772687,0.092660862,0.170144008,-0.091293872,-0.17005632,-0.38356152,-0.593316033,-0.346462552,-0.212761237,0.056289785,0.070984993,-0.072019497,-0.380660538,0.47980316,-0.174240317,-0.774934604,-0.098981801,0.162911275,-0.366222746,-0.090097331,-0.049673478,-0.313711978,0.274590098,-0.099644488,-0.194130083,4,3
3311,3311,0.017299949,-0.243198348,0.333682403,-0.684493414,0.099677163,0.399689789,-0.052014767,0.561613433,-0.808328042,0.68904216,-0.408100635,-0.55505242,0.507338169,0.404904158,0.101699265,-0.373167917,0.44689264,0.020024066,-0.464314161,-0.338304759,0.145109492,-0.890805438,-0.3910803,0.643845264,0.004608338,-0.264849887,-0.196934303,0.429411817,-0.099091542,0.318339164,0.011784123,0.325532034,0.511885002,-0.011330759,-0.298111647,0.432425181,-0.318804945,0.190324392,0.168840483,0.23776038,-0.253808024,-0.940318044,0.102434313,-0.237133179,-0.106568029,0.234005183,-0.335873955,0.941351646,-0.051031951,-0.151793453,4,3
3312,3312,0.236979057,-0.594637777,-0.5723513,0.365093231,0.212330788,-0.228914241,-0.272556943,-0.37713177,-0.600318808,0.249224712,-0.742356884,0.255159105,0.01547744,0.164764261,-0.552719059,-0.390190007,0.33780915,-0.610686937,0.339947374,0.707224851,-0.083002575,0.15738897,-0.296077458,0.007292693,0.196651208,-0.095933661,0.031584247,0.085359306,-0.017995304,0.660791213,-0.29909534,-0.399585744,-0.31952031,-0.109989737,0.106435345,0.504272011,-0.625066385,-0.922423308,0.743057986,-0.047829717,-0.143347941,0.01732982,-0.285982559,0.243508183,-0.180778299,0.126234487,-0.648022626,0.316889976,0.323665413,-0.597686897,4,3
3313,3313,-0.542707246,0.257536709,-0.006949455,0.354198322,0.350330241,-0.816127032,0.428330161,0.283627406,-0.099046974,0.015658453,-0.305584665,-0.402259886,0.018251471,0.30154632,0.032991022,-0.526971683,0.034412265,-0.557983518,-0.074052878,0.806570113,-0.402920574,-0.362190776,0.396794584,0.681019232,0.05499582,-0.257946596,-0.656038761,-0.4197961,-0.134752966,0.82871756,-0.01733321,-0.166828017,0.369447649,-0.027198136,-0.002485633,-0.027649492,0.411894988,0.274495868,-0.267952904,0.027572721,-0.34373711,0.663441196,-0.53573186,-0.004128039,-0.015269719,-0.288571153,-0.00281328,-0.196789593,-0.350792751,0.46155481,4,3
3314,3314,0.068902332,0.032147553,-0.196960346,-0.068858201,0.028211722,-0.300987295,-0.137926162,-0.25897509,0.097499202,-0.116682439,-0.032613134,0.06043513,0.310560014,-0.096560787,0.016555635,-0.138852721,-0.186671894,-0.362350097,0.038416958,-0.144621345,0.173777516,0.334629403,-0.256881919,-0.265987858,-0.192927952,-0.277613067,0.222547761,0.044329152,0.03241641,-0.02298075,-0.069768146,0.0395492,-0.359177146,-0.06140922,0.260983035,-0.035465714,0.128631978,-0.019126158,0.0992971,-0.158742075,-0.130941858,-0.164778293,-0.016461764,-0.105283623,0.176371977,-0.046075579,-0.110781158,-0.128329527,0.010451967,-0.125998624,4,3
3315,3315,0.394787946,-0.047503777,0.081141047,-0.191110341,-0.339520335,0.170193844,0.400712848,-0.261868764,-0.119078919,-0.090515474,-0.431739517,0.138305984,-0.264781218,-0.105474833,0.074499754,0.695162803,0.13113527,-0.192437155,-0.593173323,0.214212826,-0.503297877,0.257873532,0.256991964,0.187359406,-0.078591608,0.228554606,-0.395229571,0.174225518,-0.106250696,0.40303497,0.569643851,0.157255744,0.496816594,-0.042043015,0.119002819,0.2689429,0.157816388,0.486159908,0.121123221,0.119911005,0.188951056,-0.111778878,-0.190533727,-0.081867129,-0.104524182,-0.405742352,0.002492912,0.463926077,0.032403236,0.063726768,4,3
3316,3316,0.020165087,0.143306541,-0.017785049,0.117970539,0.064752098,0.078808287,-0.099833011,0.096710032,-0.065291704,-0.234768614,-0.400588394,-0.25249444,-0.047055693,-0.11188242,0.15588907,0.335851367,-0.058892418,0.649538941,-0.626356474,-0.232744049,-0.253474417,-0.546753365,-0.14397139,0.283243908,-0.187376116,-0.082924558,-0.229350059,-0.286305599,-0.08396444,0.123609436,-0.198831478,0.522555181,0.248732947,0.071318079,0.098628664,-0.086581612,-0.164249109,0.211602293,0.327789595,0.190216327,-0.306139301,-0.461707424,-0.615626854,0.038869689,-0.297043949,-0.058342169,-0.017025778,0.003468264,-0.155348729,0.064024569,4,3
3317,3317,0.062720597,-0.166996854,0.168585218,-0.297183268,-0.026916077,0.515979253,0.183028528,0.758547391,0.056171099,0.320579226,-0.049758255,-0.278110214,0.126937542,0.214203522,0.176846314,-0.198633483,-0.300885648,-0.16019361,-0.559963123,-0.207372154,-0.313747126,-0.460408505,0.346559274,0.52687267,-0.040820541,-0.425629791,-0.636913442,0.521965594,0.043073903,-0.030282674,0.095147185,-0.152886957,0.611319985,-0.104445425,-0.05056748,0.315490534,-0.065485045,0.475520984,0.451318614,0.299933921,-0.242334945,-0.558824097,-0.373629012,0.339107301,-0.393564483,0.310110564,-0.271462026,0.653967033,0.076700326,-0.258787019,4,3
3318,3318,-0.436110348,-0.430698007,-0.749094725,-0.159004604,0.124475896,-0.395162031,0.364678308,-0.123930305,-0.426242992,-0.427727006,0.27234602,-0.640884787,0.041971296,-0.750383139,-0.037814349,0.358822886,-0.135649562,-0.053525597,-0.326440331,-0.174327552,0.116866559,-0.002913922,-0.032221869,-0.120393556,-0.363306124,0.046089768,-0.354090281,0.705711752,-0.069982886,0.696707308,0.870469242,0.705222696,-0.771520466,-0.346565329,-0.649850935,-0.060318246,0.188513398,0.266081318,0.674473971,-0.227286369,0.855446696,-0.035214365,-0.866847634,-0.010308132,-0.486274665,-0.517102398,0.57695061,0.601543576,0.16910018,-0.147253811,4,3
3319,3319,0.434451813,0.126987763,-0.023127304,-0.176524322,0.012501116,0.044241079,0.327126321,0.468502474,-0.301255888,-0.055070941,-0.521144714,-0.640160336,0.16162576,-0.040847459,-0.357954873,-0.172123272,0.594265211,0.129131268,-0.202026618,-0.12561836,0.094011855,-0.143237324,0.023468227,0.304981407,-0.136725964,0.099583448,-0.384595776,0.130735039,0.010994236,-0.030511171,-0.067437868,-0.137213381,0.127254348,0.029613853,-0.187292833,0.147104133,0.120630746,-0.10132006,0.272054609,0.163069437,-0.726337408,-0.435297832,-0.659729609,-0.250798259,-0.302429256,0.07119951,-0.133494339,0.361332837,-0.019598845,-0.454970662,4,3
