,X,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,cluster_kmeans,cluster_pam
1835,1835,0.076677735,0.186468717,0.039285328,0.245362905,-0.152725491,-0.07703681,-0.034824225,0.348397913,0.063494578,-0.070300154,-0.220697068,-0.390602078,0.219451263,-0.05827626,0.049908215,-0.363106109,0.074256926,0.151041505,-0.350683154,-0.299125484,-0.55383378,-0.482104101,-0.119822447,0.419940077,-0.104245747,-0.119988581,-0.217496837,-0.221641115,0.149883232,-0.170916331,0.036588148,0.176912711,0.273252852,0.351321598,-0.435800925,0.131743269,0.202852737,0.05649554,0.193907251,-0.27336953,-0.251923706,-0.496277085,-0.388500402,0.156562386,-0.038428456,0.284492673,-0.120802274,0.049660534,-0.107966086,-0.409195541,5,2
1836,1836,0.364221964,0.225658428,-0.247216499,-0.131269959,-0.284339249,-0.318535681,-0.081722176,0.759082213,0.03487555,0.44982,-0.246319903,-0.387178284,0.281533321,-0.410488688,-0.064936164,-0.373938625,0.480772734,-0.360957129,-0.732308195,-0.117420891,-0.366670661,-0.621157526,-0.169778882,0.089428802,0.089549002,-0.045906925,-0.213403042,-0.599027356,0.611744848,-0.464676424,0.198184976,0.020671792,0.17224838,0.182140263,-0.435241117,-0.353817199,-0.041622001,-0.059793998,0.12462692,-0.273471095,-0.359237428,-0.352151495,-0.007288136,0.036305854,0.214641815,0.105091384,0.075179314,0.336323401,-0.474112779,-0.131961143,5,2
1837,1837,0.156366424,0.168641663,0.20844138,-0.01328176,-0.186578015,-0.059430148,0.07592571,0.349439378,-0.146487563,0.304170069,-0.4132227,-0.129539505,0.240957332,0.035873168,0.045186227,-0.368225196,0.292131441,-0.11027231,-0.103730052,-0.078991576,0.051376323,-0.350397529,-0.153025603,0.38448343,-0.071695834,-0.03722049,-0.3091627,-0.094810104,0.28455551,-0.171336229,0.163553785,0.151378486,0.126831096,-0.079448316,-0.410499912,-0.013634414,-0.04610824,-0.007097634,0.343248344,0.079266867,-0.311261081,-0.228398069,-0.074910476,-0.005372647,-0.133083665,-0.139655569,-0.118243593,0.139223623,-0.085462441,-0.029124021,5,2
1838,1838,0.102201425,0.093511194,-0.045963569,-0.45132495,-0.29046012,0.269730257,-0.152598585,0.219668652,-0.159518635,0.123118147,-0.39553229,0.082633723,0.054545194,-0.026483248,-0.031552116,-0.317950075,-0.343534641,0.160534717,-0.329108955,-0.184345594,-0.232433386,-1.083412369,0.148050233,0.538086953,-0.62469866,0.17993531,-0.307566653,-0.116765328,0.570367763,-0.125688631,0.425368627,0.407082851,-0.091367425,0.101518589,0.117522677,-0.395974249,0.186060324,-0.385011221,-0.073094815,0.196717449,-0.24002975,0.371777142,-0.188110604,0.178551049,0.833737622,-0.048805573,0.289247828,0.177150796,0.394853181,0.067846576,5,2
1839,1839,-0.05677932,0.145461497,0.011384878,-0.069411983,-0.29458845,0.464175762,0.035309257,0.299313204,-0.001994507,0.176144102,-0.527438753,-0.432199325,0.123095185,-0.083570132,-0.119088418,-0.242055569,0.134654356,0.220469878,-0.584780036,-0.344319754,-0.573346532,-0.715911551,-0.216040155,0.758924172,-0.012096036,-0.240141738,-0.302905383,-0.371433226,0.516481032,-0.42949781,0.253933981,0.179543418,0.537427336,0.088361333,-0.218872149,-0.259481418,-0.032984658,0.15594047,0.381069688,-0.095564427,-0.164598303,-0.494534023,-0.644294856,0.237396657,0.225323998,0.066019326,0.008875302,0.247867592,-0.244720014,-0.223283691,5,2
1840,1840,-0.053636806,-0.056812542,-0.035903356,-0.098255556,-0.212595679,-0.169991079,-0.02842018,0.436614366,-0.168610409,0.202169032,-0.408238325,-0.454124277,-0.263822392,0.103839224,-0.114481095,-0.338441541,0.365779235,0.151164992,-0.313037295,-0.434776658,-0.337002673,-0.941194142,-0.028086174,0.555735109,-0.220216953,0.003590618,-0.114493775,-0.508412167,0.02767281,-0.365709436,-0.145281844,0.220721465,0.40808996,0.152914268,-0.131889662,0.042132214,-0.202644434,-0.171834968,0.193086236,-0.266712296,-0.500558098,-0.466337264,-0.290572553,-0.190587225,-0.128917851,0.248782365,-0.036181821,0.324673118,0.004855881,0.062752554,5,2
1841,1841,0.047201779,0.194950763,0.028801144,0.076130821,-0.050535431,-0.127819336,0.26861219,0.640022756,-0.612680934,0.596797106,-0.36413875,-0.54268887,0.258083349,0.117875174,-0.24065356,-0.494581851,0.774514006,-0.161435737,-0.481101633,-0.187085492,-0.173123493,-0.612550739,-0.124381782,0.732027094,0.109865654,-0.072795562,-0.334167227,-0.391682595,0.417370103,-0.295392707,0.164502954,0.349565339,0.597394859,0.21551009,-0.348758268,-0.000118884,-0.14667219,0.266567068,0.447766586,-0.137701697,-0.693356553,-0.658710515,-0.04304098,0.168784408,-0.067051217,0.16268386,-0.30843843,0.298547682,0.107209177,-0.196517671,5,2
1842,1842,0.141816536,0.073009639,-0.128539457,-0.108911201,0.077596206,-0.104271973,0.037854833,0.24501598,-0.153168952,0.053568136,-0.172965174,-0.443988485,-0.173015006,-0.080551241,-0.23682886,-0.204244867,0.297613642,-0.1269916,-0.254493675,-0.124706811,-0.323175258,-0.359102266,-0.253634214,0.536884061,-0.182901132,-0.223740472,-0.31197167,-0.497553462,0.020923539,-0.578751643,-0.022243062,0.043421882,0.293550473,-0.086017916,-0.211359316,0.041874244,0.062643867,0.241040398,0.185409718,-0.208407814,-0.146621602,-0.334481472,-0.112533697,0.306292507,-0.246389534,-0.146064033,-0.198132651,0.335768393,-0.001138599,0.048882471,5,2
1843,1843,0.030840619,-0.047083094,0.185342577,0.044439007,-0.057223319,0.113356029,0.066769535,0.157873216,-0.041758507,0.172259995,-0.325826866,-0.258127388,0.023264969,0.008031009,-0.117896801,-0.326229283,0.065982799,0.247005696,-0.071291365,-0.046945326,-0.125473093,-0.159530992,-0.0371972,0.26823594,-0.197258027,-0.203454721,-0.122549248,0.043003368,0.096637794,-0.0862734,0.128742903,0.04602548,0.067599485,-0.12796442,-0.109203013,0.147134038,-0.04124506,0.054228947,0.368220169,-0.055462161,-0.147607434,-0.29462043,-0.09456806,0.131072878,0.233197151,-0.040028656,-0.04070659,0.035075618,-0.096829726,-0.311593199,5,2
1844,1844,-0.062347859,-0.320720793,-0.681772866,-0.630883969,0.057304402,-0.13445507,0.149911183,0.925201842,-0.61159883,-0.179267422,-0.187950653,-0.597759515,-0.195452026,0.531827872,-1.151361763,0.941068721,0.40154253,-0.100234658,0.20273691,-0.15379149,-0.00539229,0.341369854,-0.128590681,0.498827416,0.162282711,-0.510287005,-0.292713474,-0.517309672,-0.186890641,-1.127065408,-0.223393908,-0.171201134,0.472266524,-0.057414466,0.2561845,0.140183301,-0.297713844,-0.113455053,0.30653969,-0.206370758,-0.088966113,-0.067387293,0.436343814,-0.096389949,0.509149257,0.370341212,-0.044727004,-0.078515307,-0.033099008,-0.659460093,5,2
1845,1845,-0.815256536,0.536168359,-0.443936333,-0.092362419,0.377422035,0.29893991,-0.122037053,-0.519050486,-0.021561109,0.854196578,-0.298288345,0.769506186,0.410713732,0.234909378,0.088549554,-0.669545382,0.564601898,0.01331836,0.344775036,-0.728680015,0.128680229,0.263370954,-0.341884747,-0.132105976,0.000127941,-0.614094451,0.421102665,0.515415594,-0.496931327,0.029212445,-0.743054315,0.146563426,0.098638147,0.11889632,0.560927764,0.0870637,0.686956763,-0.198668495,-0.140569448,0.68069464,-0.312211256,0.581878096,0.787028164,-0.005057529,0.145107504,0.092304841,-0.618528873,0.297280341,0.543037683,0.09893015,5,2
1846,1846,-0.067333739,0.056068443,0.103427126,-0.193645547,-0.017054747,0.440775067,-0.118915335,0.509104292,-0.027424728,0.153920418,-0.083689072,-0.52673203,0.0330215,-0.181511837,0.070451389,-0.150319592,0.113382418,0.386621059,-0.513828387,-0.049553735,-0.129071304,-0.071795947,0.15764494,0.406956055,-0.531175389,-0.053019635,-0.45778479,-0.398623897,0.047109472,-0.022533246,-0.10413865,0.219017172,0.160181963,0.060402094,-0.400516995,-0.367834762,0.104601211,0.161875956,0.0511312,0.195760151,-0.324704027,-0.249406194,0.199527769,0.187141796,0.018235031,0.361574316,-0.302180352,0.106840917,0.190431921,-0.31707023,5,2
1847,1847,-0.108368432,0.391030259,-0.349559058,0.203185005,0.2366153,-0.237850402,0.906979042,0.067191303,-0.699310231,0.012214546,-0.339210113,0.499493917,0.002002705,-0.114818158,-0.437980782,-0.23462068,0.659215192,0.701838945,0.386310751,-0.006768849,-0.639810136,0.01286002,-0.228796084,0.310729515,-0.127979806,0.12634556,-0.243734798,-0.017745134,0.566136777,0.281965623,0.029663536,-0.203947502,0.724995052,-0.301078147,0.342399744,0.439227973,-0.294531616,-0.095042855,-0.052350343,-0.393071942,-0.190252684,0.053558404,0.377222139,1.013567172,0.086334859,0.443165085,-0.19395376,-0.522355594,-0.094076219,-0.863866697,5,2
1848,1848,-0.078813166,0.046648434,-0.060010466,0.055732769,-0.119748626,0.218538266,0.062840823,0.552247573,-0.035463471,0.065913361,-0.323912005,-0.364838364,0.185481382,-0.185802768,-0.137261495,0.059688188,0.28316223,0.119170808,-0.465604815,-0.230127178,-0.341750969,-0.578343704,-0.135391342,0.349221435,-0.013424025,-0.302842006,-0.133056879,-0.234375856,0.319464569,-0.166232553,-0.043976065,0.023542444,0.326634358,0.150402494,-0.044254957,-0.357676893,0.07347767,0.107793211,0.399652124,-0.219385524,-0.172724056,-0.454053453,-0.398675733,0.01203001,0.095956334,0.057639983,0.049739695,0.399496308,-0.111109942,-0.090620139,5,2
1849,1849,0.112232125,-0.254533254,-0.067061761,-0.136147939,-0.10106441,0.037947327,0.354713638,0.609860972,-0.182393675,0.181740843,-0.446989771,-0.385601234,0.088603436,-0.469168625,-0.009736408,-0.485156499,0.039282672,0.465891483,-0.375519415,-0.228364972,-0.409877347,-0.662513064,-0.039443173,0.580985617,0.006271148,-0.155922592,-0.239936894,-0.42928594,0.388447557,-0.756197384,0.151654402,0.61380814,0.649566377,0.073888469,-0.173359125,-0.527210932,0.277590246,0.060318004,0.299091307,-0.185925685,-0.360322054,-0.373244627,-0.318189707,0.24529681,-0.021317665,0.055200377,-0.424082588,0.03755245,-0.092030028,0.208875697,5,2
1850,1850,-0.032657399,-0.012154528,-0.049782528,0.11089783,-0.011055609,0.025533134,-0.075250365,0.308153232,-0.043267977,-0.074009871,-0.320950244,-0.141026457,0.066844476,-0.215969644,-0.091107099,-0.1067244,0.017129684,0.154711847,-0.174871553,-0.136054165,-0.328111793,-0.379021622,0.151833094,0.240653198,-0.180950482,-0.26111825,-0.298843053,-0.37726478,0.077750156,-0.187915339,0.152035754,0.149166767,0.061071109,-0.075698851,-0.01274983,-0.325511199,-0.04087673,0.068012572,0.064481539,-0.228575813,-0.227987569,-0.313380596,-0.25149931,-0.067990339,-0.02762496,0.034698365,-0.114710839,-0.121052732,0.006855227,0.160961633,5,2
1851,1851,-0.364137823,-0.271630372,0.252576967,-0.205387005,-0.103374774,-0.057556714,0.485556231,0.869789869,-0.395439229,-0.258603032,-0.76841781,-0.033050511,-0.160754125,-0.310797507,-0.152739534,-0.541810181,0.474144149,0.337368785,-0.382444676,-0.118687582,-0.392917743,-0.397971149,-0.265516573,0.315336179,-0.014146631,0.02438802,-0.177119361,-1.001749379,0.376695623,0.050757554,0.381365848,0.838307396,0.739733046,0.073954236,-0.412426997,-0.179057825,-0.218661731,-0.111279217,0.435269063,-0.413843963,-0.528780657,-0.858373508,-0.108772527,0.475184016,-0.123128478,0.157153235,-0.459314378,0.387538171,-0.181975684,-0.093292089,5,2
1852,1852,-0.201181998,-0.052218312,-0.073397824,-0.001818397,-0.125475725,0.034253595,0.26267579,0.249950601,0.05262675,0.109043921,-0.298146056,-0.043704295,0.037443879,-0.011520697,-0.120897261,-0.212005575,0.190613617,0.269431193,-0.224856803,-0.067811384,-0.165019057,-0.568922861,-0.394981777,0.060085002,-0.303889635,0.196967081,-0.068395539,-0.554911992,0.130246609,-0.17003742,0.084657466,0.147708059,0.411153286,-0.08901124,-0.096912963,0.05009554,-0.332385223,-0.296137007,0.29351102,-0.29557593,-0.023667697,-0.044750353,0.205128849,-0.032527669,-0.073838972,0.357100083,-0.075297863,-0.008558801,0.153963408,-0.175439221,5,2
1853,1853,-0.351264396,-0.209060568,0.251041853,-0.165568987,-0.062528484,-0.097975965,0.352040153,0.875866764,-0.520691066,-0.017961251,-0.333344183,-0.37508343,-0.020532874,-0.353059884,-0.094412237,-0.746385582,0.449960722,-0.129322288,-0.179958371,-0.104949297,-0.183079823,-0.413454373,-0.364903273,0.373219351,0.204869399,-1.33E-05,-0.384854174,-0.439765456,0.383506758,-0.064790417,0.427632945,0.52277365,0.528488371,-0.10758184,-0.276285314,-0.195356317,-0.122309426,0.08813503,0.441834829,0.070060859,-0.487878016,-0.528565168,0.16579886,0.091236121,-0.223110469,0.221729259,-0.150102479,0.304810889,0.276307295,-0.166090863,5,2
1854,1854,0.193701603,0.212452821,-0.000966313,-0.376231365,-0.053877741,-0.191704698,-0.139632434,0.715274271,-0.13732288,0.547615362,-0.591014859,-0.621352921,0.191787411,-0.083632162,-0.249363406,-0.341198931,0.643485478,-0.165590592,-0.607968261,-0.126431604,0.019312668,-0.95055593,-0.389387414,0.388089822,-0.034251326,-0.192249752,-0.783426283,-0.50468675,0.289350781,0.003264767,0.131208101,0.143045584,0.467864683,0.033697002,-0.616616443,-0.21946034,-0.178025404,0.311702351,0.34162426,0.214201058,-0.430874258,-0.745243113,-0.000883336,-0.072011024,-0.216645381,0.278661823,-0.092119198,0.251815362,-0.048324957,-0.355858951,5,2
1855,1855,0.147208737,-0.007908306,0.210443742,-0.133417823,-0.017075242,-0.251522429,0.19830934,0.697852277,-0.081491336,0.351556566,-0.521301697,-0.347163952,0.433346955,-0.149114223,-0.203781086,-0.33722951,0.206766694,-0.01414164,-0.739271151,-0.351038453,-0.520960442,-0.511126985,-0.352376258,0.445507769,-0.438068934,-0.299652181,-0.210013012,-0.356195741,0.579982235,-0.363795909,0.37216431,0.340751179,0.424342105,0.288494578,-0.277555756,-0.174378591,0.131270087,-0.070669208,0.302523434,-0.365695352,-0.200622591,-0.620555793,-0.161319182,0.268184175,0.226082553,0.214594788,0.139694037,0.25498976,-0.689828794,-0.153807854,5,2
1856,1856,-0.141331018,-0.129342208,0.089844731,-0.141315383,-0.033405212,0.344942832,0.118626599,0.387731142,0.040252193,-0.050720781,-0.544038366,-0.259778568,0.046290015,-0.165370838,-0.119381275,-0.263696516,0.207013531,0.204201079,-0.445374746,-0.123588565,-0.375730295,-0.438773699,-0.174627119,0.521554708,-0.084291038,-0.213287684,-0.029829357,-0.383141533,0.10564749,-0.293057761,0.257257935,0.184481431,0.166766364,-0.023279675,-0.272076964,-0.081670829,0.101043224,0.108533189,0.296466269,-0.169219867,-0.302254409,-0.754068249,-0.168363036,0.090502778,-0.084357396,0.263898302,-0.172931048,0.322573142,-0.225063726,-0.095197352,5,2
1857,1857,-0.048164286,0.132577575,0.216101536,-0.152814844,0.071870518,-0.012215105,0.066677045,0.498717151,-0.388602124,0.08366773,-0.46303531,-0.319157989,-0.051040311,0.047347895,0.092294219,-0.452286079,0.446471145,0.551193652,-0.344868526,0.044700449,-0.335164346,-0.433394511,0.114272597,0.677536814,-0.45230322,-0.003315541,-0.108911629,-0.24480039,0.248991542,0.195582165,-0.039488771,0.281514362,0.41879637,-0.104885014,-0.341021847,-0.097606918,-0.071042461,0.239378928,0.114507853,0.061893552,-0.443124535,-0.501829127,-0.215929971,0.185076854,-0.205463375,0.342869291,0.008223942,0.107654558,-0.14168631,-0.051140237,5,2
1858,1858,-0.017402364,-0.039080757,0.060719383,0.001269607,-0.087041657,0.051979862,0.053976952,0.04071066,-0.003477752,-0.011590502,-0.275995261,-0.287035056,-0.038472893,0.020643482,-0.128678567,-0.058549482,-0.000415736,0.045454237,0.05964356,-0.266785412,-0.021953801,-0.2418402,0.038738535,0.321887609,-0.236959784,-0.007189084,-0.251196395,-0.277402174,-0.002621849,-0.080888862,0.193877287,0.32762928,0.125154187,-0.05474666,-0.154805825,0.06122679,0.106321843,0.190144335,0.10777167,-0.120685503,-0.233348571,-0.27677199,-0.105713335,-0.042398655,-0.170128236,0.194736762,0.138451672,-0.062769007,-0.13303113,0.027697452,5,2
1859,1859,-0.034588228,0.032826672,0.229277871,-0.355913766,-0.093322985,0.380111197,-0.018955743,1.084881201,-0.680459443,0.644521121,-0.508679374,-0.79556731,0.425228429,-0.136795056,-0.368313739,-0.643834376,0.71665203,0.180735465,-0.511231927,-0.378876881,-0.201000601,-0.734605567,0.089800108,0.838999599,-0.280140485,-0.336769037,-0.549504478,0.056441804,0.52326974,-0.038130075,0.095802205,0.150953113,0.612016934,0.203876578,-0.497515477,0.05303899,0.033396285,0.337854756,0.589943326,-0.025273841,-0.67367942,-0.926517998,-0.158870896,-0.041133883,-0.10236745,0.168583932,-0.488652989,0.72315771,0.126416308,-0.458707538,5,2
1860,1860,-0.116008858,0.014996852,-0.101394835,0.363014805,-0.158530651,-0.450745833,0.574058065,-0.225021669,-0.333410379,-0.244163154,-0.097255704,0.175814687,0.388417988,-0.026430469,-0.394854562,0.082029078,0.467162291,0.003965441,0.057958552,0.109678743,-0.357932053,-0.132079713,-0.226768579,0.049489924,-0.097936675,-0.000878353,-0.04163605,-0.34651793,0.099342905,-0.054761857,0.201009154,-0.036949014,0.473183965,0.080510651,0.492209992,0.329957661,-0.465309842,-0.01913405,0.10630695,0.101663475,-0.193751019,-0.559521543,0.158596313,0.44538831,-0.115544128,0.504729793,0.099529648,-0.068112074,-0.244747233,-0.909104715,5,2
1861,1861,0.111185296,0.055126133,0.053990229,-0.227898681,-0.261975805,-0.018933492,-0.066117262,0.475685459,-0.236388946,0.33394384,-0.242226286,-0.306809561,0.229198796,-0.122703127,-0.068540034,-0.074709444,0.192510254,-0.086537282,-0.45405305,-0.202684908,-0.109990408,-0.386408976,0.048206318,0.443971273,-0.149857299,-0.208324564,-0.304141338,-0.085119,0.383423914,-0.04795753,0.007402238,0.043711395,0.251602035,0.244368402,0.004677033,0.011838937,-0.133087795,0.425086204,0.234682609,0.119340677,-0.084171042,-0.358815481,-0.09754994,-0.079335757,0.185557204,0.366529036,-0.239120517,0.249547388,-0.026716585,-0.262463248,5,2
1862,1862,-0.339196097,-0.079521316,0.288940882,-0.488660028,0.268716387,0.446953321,0.273766441,0.68184136,-0.933216266,0.427918455,-0.091410706,-0.499858572,0.096137055,0.074818617,0.039385349,-0.458564967,0.715456937,0.001426376,-0.491194038,-0.265641512,0.092114036,-0.760350674,-0.385739379,0.786911607,-0.022900985,-0.247801339,-0.293287133,0.580481409,0.282881963,-0.019384826,0.243881103,0.49098737,0.337360635,0.335640267,0.088393946,0.43104881,-0.057910876,0.397594145,0.296090156,0.261919166,0.05378858,-0.843959297,-0.1751332,-0.100399373,-0.199937135,0.089652548,-0.151947634,0.452468434,0.282969445,-0.248391904,5,2
1863,1863,-0.023677703,-0.193093161,0.153229018,-0.519264502,-0.105282781,0.020180442,-0.103966323,0.167124904,-0.221107665,0.126861711,-0.068982139,-0.142214525,-0.174029899,0.165920353,-0.330672888,-0.198562324,0.195065218,0.327356446,-0.408618805,-0.385574564,-0.249679115,-0.486011905,-0.126151238,0.201306416,-0.187323806,-0.186064233,-0.65097312,-0.296344467,-0.037593478,-0.244143586,-0.432215156,0.311204679,0.600238325,0.137797352,-0.386398923,0.320134177,-0.153795251,0.328262499,-0.057799296,0.056775699,-0.552674072,-0.134041682,-0.516773383,0.000693921,0.448687942,0.132496317,-0.067681766,0.252875641,0.072393168,0.253264461,5,2
1864,1864,-0.021150028,-0.087174045,0.136219416,-0.107506025,-0.272603408,0.031451476,-0.012320765,0.56496194,-0.009551572,-0.087906408,-0.400725487,-0.222030117,-0.152822714,-0.325813013,0.009104108,-0.374933474,0.325734603,0.2283618,-0.441147043,-0.247064699,-0.391229644,-0.695745778,-0.092060486,0.540471332,-0.160268572,-0.362113002,-0.376934393,-0.29432414,0.374581645,-0.500555624,0.199218939,0.309826247,0.487447872,-0.050848458,-0.079242771,-0.19093399,0.304604878,0.128365548,0.522323385,-0.554614882,-0.036294619,-0.607342397,-0.375435667,-0.065312045,0.262374144,-0.018659449,0.116981632,0.073432696,-0.478311862,-0.198214335,5,2
1865,1865,-0.2161186,0.12750781,0.178861954,-0.156031913,-0.084134459,0.22121183,0.200584286,0.569290884,-0.710319349,0.150995743,-0.328231449,-0.536454818,0.074455349,0.182236222,-0.128800938,-0.529782307,0.611593917,-0.149609458,-0.324195124,-0.156904912,-0.07708586,-0.54538586,-0.213563957,0.689268142,-0.219639846,-0.011919405,-0.188546608,-0.3591228,0.613967521,0.060380802,0.02607874,0.090906759,0.497053975,0.015322952,-0.185219118,0.21876132,-0.081847985,0.171186563,0.251353489,-0.204523635,-0.272465602,-0.548224188,-0.285063311,0.093908883,0.144848021,0.28453745,-0.423478725,0.091689318,-0.268590932,0.032335742,5,2
1866,1866,-0.228150715,0.168738041,-0.002286185,-0.121596766,-0.193194249,0.069332679,-0.079595947,0.512395915,-0.189781927,-0.126910923,-0.277543691,0.012171924,0.116855139,-0.180325828,-0.148149033,0.165153286,0.296401004,0.040552706,-0.134330663,-0.06325492,-0.077225156,-0.220494571,0.044457878,0.202521503,-0.229090864,-0.0133252,-0.094486504,-0.096787342,0.190483225,-0.037298224,0.035554297,-0.004383362,0.14248147,0.073616087,-0.152925324,-0.084181394,-0.146211195,0.168665496,0.124303967,-0.00259335,-0.143881779,-0.250222778,-0.055600072,-0.014675777,0.025438392,0.073633901,-0.048647776,0.117429275,-0.282531327,-0.034688248,5,2
1867,1867,-0.296705247,-0.136920489,-0.338876958,-0.2232272,0.278702594,0.117783778,0.186540385,0.196466409,-0.297494064,-0.097832242,-0.162875086,0.19178509,0.382897468,-0.233869154,0.180040156,0.000923998,0.149903718,0.180391731,-0.004106097,-0.015090971,-0.101737163,-0.333497827,-0.403018853,-0.294586361,-0.329142885,-0.08280698,0.008662559,-0.763452691,0.301348658,0.143261675,0.235177882,0.100436843,0.312539087,-0.35648581,0.193728259,0.36998761,-0.56541157,-0.256446429,0.042522235,-0.043312358,-0.364915261,-0.278433109,0.151345658,0.093482725,0.084193784,0.060936193,-0.258136679,0.268865104,0.049258435,-0.133357752,5,2
1868,1868,0.001294958,0.037177857,0.092364228,-0.149920987,0.039918428,-0.02048327,-0.122367465,0.239376812,0.248016126,0.055185156,-0.225479097,0.124050138,0.042450458,0.101428826,-0.159273035,0.055781614,0.198752763,0.07244911,-0.065046666,-0.079768014,-0.074605322,-0.385328212,-0.010269395,0.359688693,-0.122775514,0.012393253,-0.181824288,-0.123816559,0.088660171,-0.229351966,-0.049997393,0.182584425,0.24826192,0.043942102,-0.148042013,-0.075799427,0.044683045,0.023851423,-0.12310169,0.12473302,-0.496386565,-0.420179685,-0.123704665,0.013182863,-0.172358258,-0.057666962,0.049729112,-0.015067026,-0.030497966,-0.057540377,5,2
1869,1869,-0.37140392,-0.250311101,0.076098826,-0.050465316,-0.069729813,-0.068143844,0.041206953,0.135972279,-0.08570198,-0.109036694,0.19039631,0.042064743,0.428524679,0.002245886,-0.08047479,-0.076224056,0.444609255,0.164405502,-0.113137848,-0.101217812,0.27931332,-0.098920672,-0.486085761,0.039346809,-0.028186851,0.150848805,-0.219380233,0.014392631,0.308194309,0.046229955,-0.146836749,-0.030165982,0.19843127,0.009047186,0.25076399,0.215353893,-0.192181828,0.165194375,0.074965261,0.067270487,-0.506901091,-0.060241227,0.076680421,0.165255649,0.030812956,-0.032134248,-0.139052807,-0.210409632,0.246835511,-0.203692127,5,2
1870,1870,-0.164275023,0.021189958,0.131225335,0.07260149,-0.037826423,0.056116107,0.017762326,0.615603649,-0.3056565,0.038498656,-0.901686492,-0.668881623,0.450143578,0.027711991,-0.021966324,-0.678378036,0.093491044,0.491558956,-0.414559257,-0.266526828,-0.412386872,-0.798213628,-0.203430735,0.569536765,-0.415421705,-0.195440276,-0.73908202,-0.337442016,0.374389087,-0.262422712,0.17464766,0.331545044,0.622861028,-0.048568534,-0.340747694,0.042479837,0.115387589,0.059906258,0.50595317,-0.154705431,-0.533247676,-0.788063958,-0.342494946,0.35224,0.079634085,0.263268544,-0.283702045,0.141053162,-0.203654323,-0.033861803,5,2
1871,1871,0.198554141,0.176763801,-0.274223513,0.132534233,-0.118587304,-0.221214786,0.289757892,0.691092175,0.108316904,-0.003426478,-0.40354955,-0.400635852,-0.034699276,-0.38402002,-0.150522921,-0.304831557,0.260247814,0.079695791,-0.593345325,-0.551905407,-0.565727074,-0.870213282,0.012392999,0.579618084,-0.279966982,-0.068471981,-0.286012193,-0.88559681,0.643375036,-0.502231495,0.260493388,0.301423889,0.353093537,0.081301104,-0.156161572,-0.443168374,0.176751864,0.020939688,0.07982064,-0.381986303,-0.413889017,-0.414713422,-0.580057796,-0.071395332,-0.087304499,0.035128526,-0.268028202,0.138799857,-0.459178004,0.166471673,5,2
1872,1872,0.015328076,0.169071748,0.046169786,0.132894711,-0.16152631,0.021572613,-0.155882184,0.515278715,-0.182493076,0.079969358,-0.340841693,-0.266363493,0.097247407,-0.129320311,0.067845723,-0.414682399,0.143087854,-0.006535962,-0.484253195,-0.213037614,-0.12653472,-0.583639402,-0.212147259,0.520354488,-0.124157008,-0.234269288,-0.137627236,-0.073107444,0.31873223,-0.106561471,0.184620169,0.240043037,0.224798554,0.208227698,-0.347755099,0.248650399,0.167046284,0.152763662,0.281374502,-0.239019913,-0.482188256,-0.397586257,-0.352982034,0.117813054,-0.030840502,0.175749518,-0.053911821,0.105461596,-0.191182511,-0.109416926,5,2
1873,1873,0.115465714,0.001526874,0.103332863,-0.099843078,-0.012740307,-0.129078382,0.094957003,0.454979486,-0.114293456,0.150009045,-0.074203552,-0.105194532,-0.069352361,0.063870619,-0.047980264,-0.19156987,0.003700153,-0.066814784,-0.132489237,-0.065112567,-0.117515927,-0.338366186,-0.048307269,0.089163685,-0.037365109,-0.161013613,-0.198053443,-0.046163255,0.183119409,-0.098692029,0.142892124,0.243861189,0.125678279,0.005836098,-0.204564485,-0.009790123,-0.075328188,0.249859175,0.046967098,0.073305085,-0.260537311,-0.454876863,-0.38046404,0.024835952,0.131097498,0.023405109,-0.218210072,0.141700746,-0.152033333,-0.044862181,5,2
1874,1874,0.158218907,0.01238352,0.337397733,-0.206193041,-0.377837128,0.043572044,0.285649923,0.754103051,-0.658165346,0.144999775,-0.237682439,-0.558582728,0.391451029,-0.241749858,-0.35682271,-0.747786126,0.18706406,-0.239678756,-0.524065471,-0.277398558,-0.307367819,-0.751652942,0.171103714,0.64311366,-0.056901763,-0.037154801,-0.386447525,0.04612508,0.122878985,-0.11189092,0.451319496,0.177916296,0.502807406,0.179366271,-0.129049714,-0.274991625,0.428479795,0.193874268,0.214669308,-0.05333259,-0.456138789,-0.545452492,-0.076026892,-0.236191809,-0.105543487,0.06813103,-0.50617086,0.465935957,-0.056097391,-0.285673444,5,2
