Publisher,Time,Author,Title
Althea Press,10/17/17,Karen Frazier,Crystals for Beginners: The Guide to Get Started with the Healing Power of Crystals
Sounds True,10/01/17,Megan Devine,It's OK That You're Not OK: Meeting Grief and Loss in a Culture That Doesn't Understand
Gallery Books,01/02/18,Gabrielle Bernstein,Judgment Detox: Release the Beliefs That Hold You Back from Living A Better Life
Harmony,01/09/18,Daniel Chidiac,Who Says You Can't? You Do
"Basic Books; Revised, Expanded edition",11/05/13,Don Norman,The Design of Everyday Things: Revised and Expanded Edition
"Storey Publishing, LLC",03/08/16,Hannah Crum,"The Big Book of Kombucha: Brewing, Flavoring, and Enjoying the Health Benefits of Fermented Tea"
Sounds True,04/04/17,Judith Orloff,The Empath's Survival Guide: Life Strategies for Sensitive People
TarcherPerigee; 3rd Edition edition,01/19/06,Suzy Giordano,Twelve Hours' Sleep by Twelve Weeks Old: A Step-by-Step Plan for Baby Sleep Success
Revell,04/15/14,Jonathan Catherman,"The Manual to Manhood: How to Cook the Perfect Steak, Change a Tire, Impress a Girl & 97 Other Skills You Need to Survive"
Windsor Peak Press; 8 edition,12/07/17,Ari Brown,Baby 411: Clear Answers & Smart Advice for Your Baby's First Year
HarperOne; Reprint edition,05/06/14,Alisa Vitti,"WomanCode: Perfect Your Cycle, Amplify Your Fertility, Supercharge Your Sex Drive, and Become a Power Source"
New Harbinger Publications; 2 edition,01/02/10,Randi Kreger,Stop Walking on Eggshells: Taking Your Life Back When Someone You Care About Has Borderline Personality Disorder
Rodale Books,03/20/18,Jessica Merchant,The Pretty Dish: More than 150 Everyday Recipes and 50 Beauty DIYs to Nourish Your Body Inside and Out
Flatiron Books; Reprint edition,02/07/17,Jenny Lawson,Furiously Happy: A Funny Book About Horrible Things
Penguin Books; Reprint edition,09/25/12,Steven Pinker,The Better Angels of Our Nature: Why Violence Has Declined
Grand Central Life &amp; Style,02/13/18,Shira Lenchewski,"The Food Therapist: Break Bad Habits, Eat with Intention, and Indulge Without Worry"
Harmony,03/27/18,Forrest Hanson,"Resilient: How to Grow an Unshakable Core of Calm, Strength, and Happiness"
Beacon Publishing; 2nd edition,12/01/16,Matthew Kelly,Resisting Happiness
William Morrow Paperbacks; Reprint edition,01/05/10,Ian Kerner,She Comes First: The Thinking Man's Guide to Pleasuring a Woman (Kerner)
Victory Belt Publishing,02/20/18,Kyndra Holley,Keto Happy Hour: 50+ Low-Carb Craft Cocktails to Quench Your Thirst
Harmony; 1 edition,12/14/10,Timothy Ferriss,"The 4 Hour Body: An Uncommon Guide to Rapid Fat Loss, Incredible Sex and Becoming Superhuman"
"Hay House, Inc.",09/27/16,Gabrielle Bernstein,The Universe Has Your Back: Transform Fear to Faith
Quirk Books; 2 edition,09/10/12,Joe Borgenicht,"The Baby Owner's Manual: Operating Instructions, Trouble-Shooting Tips, and Advice on First-Year Maintenance (Owner's and Instruction Manual)"
Quadrille Publishing,02/20/18,Gaz Oakley,Vegan 100: Over 100 Incredible Recipes from Avant-Garde Vegan
Broadway Books; Reprint edition,06/02/97,Elaine N. Aron,The Highly Sensitive Person: How to Thrive When the World Overwhelms You
Human Kinetics; 2 edition,10/28/11,Leslie Kaminoff,Yoga Anatomy-2nd Edition
Touchstone,10/13/15,Clint Emerson,"100 Deadly Skills: The SEAL Operative’s Guide to Eluding Pursuers, Evading Capture, and Surviving Any Dangerous Situation"
The Guilford Press; 2 edition,10/15/15,Dennis Greenberger,"Mind Over Mood, Second Edition: Change How You Feel by Changing the Way You Think"
HarperOne; Reprint edition,05/02/17,Amy Myers M.D.,The Autoimmune Solution: Prevent and Reverse the Full Spectrum of Inflammatory Symptoms and Diseases
Gallery Books,04/25/17,Genevieve Howland,The Mama Natural Week-by-Week Guide to Pregnancy and Childbirth
Wentz LLC; 1st edition,05/31/13,Izabella Wentz PharmD,Hashimoto's Thyroiditis: Lifestyle Interventions for Finding and Treating the Root Cause
Avery; Reprint edition,12/30/14,Terry Wahls M.D.,The Wahls Protocol: A Radical New Way to Treat All Chronic Autoimmune Conditions Using Paleo Principles
Harper Paperbacks; Reprint edition,10/30/07,Esther Perel,Mating in Captivity: Unlocking Erotic Intelligence
Penguin Books; Revised &amp; Expanded edition,02/24/09,Richard H. Thaler,"Nudge: Improving Decisions About Health, Wealth, and Happiness"
CreateSpace Independent Publishing Platform; 1 edition,09/18/14,Janet Lansbury,No Bad Kids: Toddler Discipline Without Shame
"Little, Brown and Company; 1 edition",02/25/14,Mark Hyman M.D.,The Blood Sugar Solution 10-Day Detox Diet: Activate Your Body's Natural Ability to Burn Fat and Lose Weight Fast
Trescott LLC,03/31/14,Mickey Trescott,The Autoimmune Paleo Cookbook: An Allergen-Free Approach to Managing Chronic Illness (US Version)
Fair Winds Press; 1 edition,06/01/16,Martina Slajerova,"Sweet and Savory Fat Bombs: 100 Delicious Treats for Fat Fasts, Ketogenic, Paleo, and Low-Carb Diets"
Createspace,09/19/16,Aqiyl Aniys,Alkaline Herbal Medicine: Reverse Disease and Heal the Electric Body
"Waterbury Publications, Inc.; 2 edition",09/02/16,Michael Matthews,Thinner Leaner Stronger: The Simple Science of Building the Ultimate Female Body
Houghton Mifflin Harcourt; 1 edition,,Melissa Hartwig,"Food Freedom Forever: Letting Go of Bad Habits, Guilt, and Anxiety Around Food by the Co-Creator of the Whole30"
Victory Belt Publishing; 1 edition,08/15/17,Jacob Wilson,The Ketogenic Bible: The Authoritative Guide to Ketosis
Integral Yoga Publications; Reprint edition,09/14/12,Sri Swami Satchidananda,The Yoga Sutras of Patanjali
National Geographic,02/06/18,Barbara Hannah Grufferman,"Love Your Age: The Small-Step Solution to a Better, Longer, Happier Life"
Growing Healthy Homes LLC; 5th edition,01/01/14,Debra Raybern,"Gentle Babies: Essential Oils and Natural Remedies for Pregnancy, Childbirth, Infants and Young Children"
"Little, Brown and Company; 1 edition",09/17/13,David Perlmutter,"Grain Brain: The Surprising Truth about Wheat, Carbs,  and Sugar--Your Brain's Silent Killers"
"Simon &amp; Schuster; Revised, Updated edition",11/05/99,Arnold Schwarzenegger,"The New Encyclopedia of Modern Bodybuilding : The Bible of Bodybuilding, Fully Updated and Revised"
Michael Wiese Productions,05/25/05,Blake Snyder,Save The Cat! The Last Book on Screenwriting You'll Ever Need
Twelve; Reprint edition,04/02/13,Meg Jay,The Defining Decade: Why Your Twenties Matter--And How to Make the Most of Them Now
Sonoma Press; 1 edition,04/01/15,Kenzie Swanhart,"Paleo in 28: 4 Weeks, 5 Ingredients, 130 Recipes"
Knopf; 1 edition,01/02/18,Steven Masley,"The Better Brain Solution: How to Start Now--at Any Age--to Reverse and Prevent Insulin Resistance of the  Brain, Sharpen Cognitive Function, and Avoid Memory Loss"
Grand Central Life &amp; Style; Reissue edition,02/01/10,John E. Sarno,Healing Back Pain: The Mind-Body Connection
BandhaYoga; 3 edition,11/01/09,Ray Long,"1: The Key Muscles of Yoga: Scientific Keys, Volume I"
"TarcherPerigee; Revised, Updated edition",12/07/10,Jerold J. Kreisman,I Hate You--Don't Leave Me: Understanding the Borderline Personality
W. W. Norton &amp; Company; 1 edition,,Michael Lewis,The Undoing Project: A Friendship That Changed Our Minds
Vintage; Original edition,07/10/12,Cheryl Strayed,Tiny Beautiful Things: Advice on Love and Life from Dear Sugar
Althea Press,11/15/16,Brandi Brucks,Potty Training in 3 Days: The Step-by-Step Plan for a Clean Break from Dirty Diapers
Barron's Educational Series; English Language edition,05/01/00,Alyssa Satin Capucilli,"Potty Book for Girls, The (Hannah & Henry Series)"
HOW Books; 14037th edition,10/15/09,Brett McKay,The Art of Manliness: Classic Skills and Manners for the Modern Man
Sonoma Press,09/20/16,Jennifer Lang MD,The Whole 9 Months: A Week-By-Week Pregnancy Nutrition Guide with Recipes for a Healthy Start
Medinform Publishing; Revised &amp; enlarged edition,,Natasha Campbell-McBride,"Gut and Psychology Syndrome: Natural Treatment for Autism, Dyspraxia, A.D.D., Dyslexia, A.D.H.D., Depression, Schizophrenia"
"Little, Brown and Company; 1 edition",02/20/18,Lauren Slater,Blue Dreams: The Science and the Story of the Drugs that Changed Our Minds
Grand Central Life &amp; Style; 1 edition,06/04/13,Marla Heller,"The Everyday DASH Diet Cookbook: Over 150 Fresh and Delicious Recipes to Speed Weight Loss, Lower Blood Pressure, and Prevent Diabetes (A DASH Diet Book)"
Baker Books; Reprint edition,08/04/15,Dr. Caroline Leaf,"Switch On Your Brain: The Key to Peak Happiness, Thinking, and Health"
McGraw-Hill Education / Medical; 9 edition,,Tao Le,"First Aid for the USMLE Step 2 CK, Ninth Edition (First Aid USMLE)"
HarperOne; Reissue edition,03/15/96,Marianne Williamson,"A Return to Love: Reflections on the Principles of ""A Course in Miracles"""
"Newtrends Publishing, Inc.; 2nd Revised edition",,Sally Fallon,Nourishing Traditions: The Cookbook that Challenges Politically Correct Nutrition and Diet Dictocrats
Workman Publishing Company; Csm edition,10/03/17,Irene Smit,A Book That Takes Its Time: An Unhurried Adventure in Creative Mindfulness (Flow)
Van Patten Publishing; 5 edition,02/01/06,Jorge Cervantes,Marijuana Horticulture: The Indoor/Outdoor Medical Grower's Bible
Grand Central Life &amp; Style,03/06/18,David Ludwig,"Always Delicious: Over 175 Satisfying Recipes to Conquer Cravings, Retrain Your Fat Cells, and Keep the Weight Off Permanently"
Plume; Revised edition,05/01/99,David D. Burns,The Feeling Good Handbook
Hazelden Publishing; 2 edition,02/11/05,Bill P.,Drop the Rock: Removing Character Defects - Steps Six and Seven
Workman Publishing Company; 1st Edition edition,09/25/12,Nancy Linde,"399 Games, Puzzles & Trivia Challenges Specially Designed to Keep Your Brain Young."
Hachette Books; 10 edition,01/05/05,Jon Kabat-Zinn,"Wherever You Go, There You Are: Mindfulness Meditation in Everyday Life"
Avery; 1 edition,09/02/14,Ann Crile Esselstyn,"The Prevent and Reverse Heart Disease Cookbook: Over 125 Delicious, Life-Changing, Plant-Based Recipes"
Wellness Unmasked Publishing; 1st Edition edition,06/15/07,Bradley Nelson,The Emotion Code
FREE PRESS; Reprint edition,02/05/08,Stephen M .R. Covey,The SPEED of TRUST: The One Thing That Changes Everything
Rodale Books; 1 edition,12/02/14,Dave Asprey,"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life"
Simon &amp; Schuster; Reprint edition,08/08/17,Robert Wright,Why Buddhism is True: The Science and Philosophy of Meditation and Enlightenment
Princeton Review; Csm edition,08/01/17,Princeton Review,"Cracking the AP Psychology Exam, 2018 Edition: Proven Techniques to Help You Score a 5 (College Test Preparation)"
Penguin Books; 1 edition,06/24/14,Emily Oster,Expecting Better: Why the Conventional Pregnancy Wisdom Is Wrong--and What You Really Need to Know
Johns Hopkins University Press; sixth edition edition,,Nancy L. Mace,"The 36-Hour Day, sixth edition: The 36-Hour Day: A Family Guide to Caring for People Who Have Alzheimer Disease, Other Dementias, and Memory Loss (A Johns Hopkins Press Health Book)"
Bantam; Reprint edition,11/23/04,Tara Brach,Radical Acceptance: Embracing Your Life With the Heart of a Buddha
"Ballantine Books; Revised, Updated edition",07/13/10,Diane Wiessinger,The Womanly Art of Breastfeeding: Completely Revised and Updated 8th Edition
Grand Central Life &amp; Style; 5 edition,09/25/12,Nancy L. Mace,"The 36-Hour Day: A Family Guide to Caring for People Who Have Alzheimer Disease, Related Dementias, and Memory Loss"
Basic Books; 3 edition,11/30/96,Alice Miller,"The Drama of the Gifted Child: The Search for the True Self, Revised Edition"
Wiley; 5 edition,,L. Mark Peterson,The Complete Adult Psychotherapy Treatment Planner: Includes DSM-5 Updates
"Bantam; Revised, Updated edition",09/24/13,Jon Kabat-Zinn,"Full Catastrophe Living (Revised Edition): Using the Wisdom of Your Body and Mind to Face Stress, Pain, and Illness"
Sterling,01/05/16,Marni Jameson,"Downsizing The Family Home: What to Save, What to Let Go (Downsizing the Home)"
Harper,10/10/17,Esther Perel,The State of Affairs: Rethinking Infidelity
Dell,05/11/99,Gavin de Becker,The Gift of Fear and Other Survival Signals that Protect Us From Violence
Shambhala; Pap/Com edition,12/03/13,Eline Snel,Sitting Still Like a Frog: Mindfulness Exercises for Kids (and Their Parents)
Vintage; Reprint edition,01/30/18,Michael Finkel,The Stranger in the Woods: The Extraordinary Story of the Last True Hermit
Anchor; 1 edition,,Anne Lamott,Bird by Bird: Some Instructions on Writing and Life
Currency; 1 edition,09/14/10,Shawn Achor,The Happiness Advantage: The Seven Principles of Positive Psychology That Fuel Success and Performance at Work
Harvard Common Press; 4 edition,07/01/17,Penny Simkin,"The Birth Partner, 4th Edition, Completely Revised and Updated: A Complete Guide to Childbirth for Dads, Doulas, and Other Labor Companions"
Kyle Books; 1 edition,02/13/18,Robyn Youkilis,Thin from Within: The Go with Your Gut Way to Lose Weight
Cambridge University Press; 6 edition,,Stephen M. Stahl,Prescriber's Guide: Stahl's Essential Psychopharmacology
Alpha; 1 edition,08/08/17,Sahara Rose Ketabi,Ayurveda (Idiot's Guides)
Touchstone; 1 edition,03/02/10,Stephen D. Phinney,New Atkins for a New You: The Ultimate Diet for Shedding Weight and Feeling Great.
Sterling; Workbook edition,01/02/18,Marni Jameson,"Downsizing the Family Home: A Workbook: What to Save, What to Let Go (Downsizing the Home)"
Harper Paperbacks; Revised edition,12/29/15,Gretchen Rubin,"The Happiness Project (Revised Edition): Or, Why I Spent a Year Trying to Sing in the Morning, Clean My Closets, Fight Right, Read Aristotle, and Generally Have More Fun"
Magination Pr; 1 edition,10/15/07,Dawn Huebner,What to Do When Your Temper Flares: A Kid's Guide to Overcoming Problems With Anger (What to Do Guides for Kids)
"Storey Publishing, LLC; Nineth edition",04/10/12,Rosemary Gladstar,"Rosemary Gladstar's Medicinal Herbs: A Beginner's Guide: 33 Healing Herbs to Know, Grow, and Use"
Althea Press,11/18/15,Karen Frazier,"Crystals for Healing: The Complete Reference Guide With Over 200 Remedies for Mind, Heart & Soul"
The Guilford Press; 3rd edition,,William R. Miller,"Motivational Interviewing: Helping People Change, 3rd Edition (Applications of Motivational Interviewing)"
Sonoma Press; 1 edition,10/21/15,Dorothy Calimeris,The Anti-Inflammatory Diet & Action Plans: 4-Week Meal Plans to Heal the Immune System and Restore Overall Health
Running Press Adult; 38928th edition,01/08/03,Robert A. Glover,"No More Mr Nice Guy: A Proven Plan for Getting What You Want in Love, Sex, and Life"
Harper Paperbacks,04/03/12,John Gray,"Men Are from Mars, Women Are from Venus: The Classic Guide to Understanding the Opposite Sex"
On-Word Bound Books; 40081st edition,09/01/09,Deborah Adele,The Yamas & Niyamas: Exploring Yoga's Ethical Practice
Human Kinetics; 3 edition,03/09/10,Frederic Delavier,"Strength Training Anatomy, 3rd Edition"
Human Kinetics; 4 edition,,NSCA -National Strength & Conditioning Association,Essentials of Strength Training and Conditioning 4th Edition With Web Resource
Sounds True; 1st Edition edition,04/01/15,Mariam Gates,Good Night Yoga: A Pose-by-Pose Bedtime Story
QuickStudy; Lam Rfc Cr edition,05/31/14,Inc. BarCharts,Dsm-5 Overview (Quick Study Academic)
Greenleaf Book Group Press; 1 edition,02/04/14,Joe Cross,"The Reboot with Joe Juice Diet: Lose Weight, Get Healthy and Feel Amazing"
Ballantine Books; 1 edition,08/23/16,Paul Thomas M.D.,The Vaccine-Friendly Plan: Dr. Paul's Safe and Effective Approach to Immunity and Health-from Pregnancy Through Your Child's Teen Years
Ten Speed Press; 1 edition,09/27/16,Danielle Walker,"Danielle Walker's Against All Grain Celebrations: A Year of Gluten-Free, Dairy-Free, and Paleo Recipes for Every Occasion"
Bantam,02/29/00,Pete Egoscue,Pain Free: A Revolutionary Method for Stopping Chronic Pain
Fireside,07/15/88,Brian L. Weiss,"Many Lives, Many Masters: The True Story of a Prominent Psychiatrist, His Young Patient, and the Past-Life Therapy That Changed Both Their Lives"
Back Bay Books; Reprint edition,04/07/15,Malcolm Gladwell,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants"
Three Rivers Press; Reprint edition,12/23/03,Byron Katie,Loving What Is: Four Questions That Can Change Your Life
Vintage; Reprint edition,03/29/11,Christopher McDougall,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen"
